population,_Rx,_qx,_dx,_px,_lx,_Lx,_Tx,_ExpYL,_Surv,_SurvVar,_HRate,age,sex,level_income,year
39,46153.848,.375,908.22162,.625,2421.9243,1967.8135,4776.7769,1.9723064,.024219243,.00021463702,.46153846,99,1,4,2006
26,34615.383,.29508194,446.66632,.70491803,1513.7026,1290.3695,2808.9634,1.8556904,.015137026,.000066588553,.34615383,100,1,4,2006
9,55555.555,.43478259,463.92883,.56521738,1067.0364,835.07196,1518.5938,1.4231883,.010670364,.000048974682,.55555552,101,1,4,2006
3,100000,.66666669,402.07172,.33333331,603.10754,402.07169,683.52185,1.1333333,.0060310755,.000024102999,1.0000001,102,1,4,2006
2,0,0,0,1,201.03583,201.03583,281.45016,1.4,.0020103583,0,0,103,1,4,2006
1,300000,1.2,241.243,-.20000005,201.03583,80.41433,80.41433,.40000001,.0020103583,4.8400989e-06,3,104,1,4,2006
0,,,,,-40.207169,,0,,-.00040207169,,,105,1,4,2006
1,0,1,,0,,,,,,,,106,1,4,2006
11691,513.21527,.0051291678,510.88144,.99487084,100000,99545.25,2021587.4,20.215874,1,0,.0051117758,65,2,1,2006
10818,1294.1394,.012869776,1280.4027,.98713022,99489.117,98759.289,1922042.1,19.319118,.99489117,.000065079454,.012941394,66,2,1,2006
11358,1267.8289,.012606367,1238.0551,.98739362,98208.711,97527.781,1823282.9,18.565388,.98208714,.00021779857,.012678289,67,2,1,2006
10694,1374.6025,.013657788,1324.4047,.98634219,96970.656,96268.719,1725755,17.796673,.96970654,.00038905407,.013746026,68,2,1,2006
10205,1332.6801,.013238586,1266.2212,.98676139,95646.25,95013.141,1629486.4,17.036594,.9564625,.00052727963,.013326801,69,2,1,2006
9780,1687.1166,.016730038,1578.9816,.98326999,94380.031,93590.539,1534473.3,16.258453,.94380033,.00083751185,.016871165,70,2,1,2006
9313,1771.7169,.017561598,1629.7346,.98243839,92801.047,91986.18,1440882.6,15.526577,.92801046,.0010887776,.017717168,71,2,1,2006
9298,1882.1252,.018645784,1699.9606,.98135424,91171.313,90321.336,1348896.5,14.795186,.91171312,.0013683374,.018821253,72,2,1,2006
8744,2069.991,.020487862,1833.0767,.97951216,89471.352,88554.813,1258575.1,14.066794,.89471352,.0017267809,.020699911,73,2,1,2006
9194,2469.0015,.024388934,2137.4041,.97561109,87638.273,86569.57,1170020.4,13.350564,.87638271,.0023155792,.024690015,74,2,1,2006
8952,2435.21,.024059154,2057.0786,.97594082,85500.867,84472.328,1083450.8,12.67181,.85500866,.0025501365,.0243521,75,2,1,2006
9092,2386.7136,.023585675,1968.0781,.97641432,83443.789,82459.75,998978.44,11.971873,.83443791,.0027189252,.023867136,76,2,1,2006
8713,2915.1843,.028733034,2341.0444,.97126698,81475.711,80305.188,916518.69,11.248981,.81475711,.0035332905,.029151846,77,2,1,2006
8726,3334.8613,.032801669,2595.749,.96719831,79134.664,77836.789,836213.5,10.566969,.79134667,.0042860261,.033348612,78,2,1,2006
8272,3662.9595,.035970796,2753.1658,.96402919,76538.914,75162.328,758376.69,9.9083805,.76538914,.0049438211,.036629595,79,2,1,2006
8172,4160.5483,.040757615,3007.3313,.9592424,73785.75,72282.086,683214.38,9.2594357,.73785752,.0058168946,.041605487,80,2,1,2006
8213,5040.7891,.049168646,3480.0791,.95083135,70778.422,69038.383,610932.31,8.6316185,.70778424,.0071976986,.05040789,81,2,1,2006
8763,5340.6367,.052017339,3500.6807,.94798267,67298.344,65548,541893.88,8.0521135,.67298341,.0077041839,.053406365,82,2,1,2006
8850,6316.3843,.061230078,3906.3359,.93876994,63797.664,61844.496,476345.91,7.4665103,.63797665,.0090221688,.063163839,83,2,1,2006
7754,7841.1143,.075452968,4518.9785,.92454702,59891.328,57631.84,414501.41,6.9208918,.59891325,.010855316,.078411147,84,2,1,2006
6848,8790.8877,.084207579,4662.7715,.91579241,55372.352,53040.965,356869.56,6.4449053,.55372351,.011522352,.087908871,85,2,1,2006
6465,9466.3574,.090385467,4583.4087,.90961456,50709.578,48417.875,303828.59,5.9915423,.50709575,.011456214,.094663568,86,2,1,2006
4886,10806.386,.10252427,4729.0518,.89747572,46126.168,43761.641,255410.72,5.5372195,.46126169,.011751663,.10806385,87,2,1,2006
4197,13152.252,.12340711,5108.6987,.87659287,41397.117,38842.77,211649.08,5.1126528,.41397119,.012393654,.13152252,88,2,1,2006
3761,14171.763,.13234016,4802.415,.86765981,36288.418,33887.211,172806.31,4.7620239,.36288419,.011103149,.14171763,89,2,1,2006
3175,13417.323,.12573791,3958.9841,.87426209,31486.004,29506.512,138919.11,4.4120908,.31486005,.0085404478,.13417323,90,2,1,2006
2625,19695.238,.179296,4935.4844,.82070398,27527.02,25059.277,109412.59,3.9747345,.27527019,.0098461192,.19695239,91,2,1,2006
2119,20764.512,.18811458,4249.7974,.81188542,22591.535,20466.637,84353.313,3.7338459,.22591536,.0074319439,.20764513,92,2,1,2006
