population,_Rx,_qx,_dx,_px,_lx,_Lx,_Tx,_ExpYL,_Surv,_SurvVar,_HRate,age,sex,level_education,year
75,28000,.24561404,2021.5612,.75438595,8230.6416,7219.8608,24701.371,3.0011477,.082306415,.0015269269,.28,93,1,4,2010
47,23404.256,.20952381,1300.9502,.7904762,6209.0806,5558.6055,17481.512,2.815475,.062090807,.00075761537,.23404256,94,1,4,2010
32,18750,.17142858,841.3938,.82857144,4908.1304,4487.4336,11922.905,2.4292152,.049081303,.00039269807,.1875,95,1,4,2010
27,37037.035,.3125,1270.8552,.6875,4066.7366,3431.3091,7435.4722,1.8283634,.040667366,.00049580552,.37037039,96,1,4,2010
20,15000,.13953489,390.12299,.86046511,2795.8813,2600.8198,4004.1631,1.4321649,.027958814,.00010602419,.15000001,97,1,4,2010
18,16666.666,.15384614,370.11664,.84615386,2405.7583,2220.7,1403.3431,.58332676,.024057584,.00008689901,.16666666,98,1,4,2010
10,530000,1.4520547,2955.863,-.45205474,2035.6416,557.71008,-817.35681,-.40152293,.020356417,.0005894592,5.2999992,99,1,4,2010
115,64347.824,.4868421,-448.00253,.5131579,-920.22144,-696.22015,-1375.0669,1.4942783,-.009202214,.000041605523,.64347827,100,1,4,2010
59,76271.188,.55214727,-260.73438,.44785273,-472.2189,-341.85172,-678.84674,1.4375679,-.0047221892,.000012370512,.76271188,101,1,4,2010
36,63888.891,.48421055,-102.40304,.51578945,-211.48453,-160.283,-336.99503,1.5934737,-.0021148452,2.1702458e-06,.6388889,102,1,4,2010
18,50000,.40000001,-43.632595,.60000002,-109.08149,-87.26519,-176.71202,1.6200001,-.0010908149,4.7647006e-07,.5,103,1,4,2010
6,50000,.40000001,-26.17956,.60000002,-65.448898,-52.359119,-89.446831,1.3666667,-.00065448898,1.7145447e-07,.5,104,1,4,2010
3,100000,.66666669,-26.179562,.33333331,-39.269341,-26.17956,-37.087708,.94444436,-.00039269342,1.0284579e-07,1.0000001,105,1,4,2010
1,100000,.66666669,-8.7265196,.33333331,-13.089779,-8.7265186,-10.908148,.83333325,-.0001308978,1.1424317e-08,1,106,1,4,2010
1,200000,1,-4.3632593,0,-4.3632593,-2.1816297,-2.1816297,.5,-.000043632594,1.9038864e-09,2,107,1,4,2010
2,50000,1,0,0,0,0,0,,0,0,,108,1,4,2010
10734,586.92004,.0058652968,583.86798,.99413472,100000,99479.984,2016635.1,20.166351,1,0,.0058425483,65,2,1,2010
11284,1063.4526,.010586117,1052.4309,.98941386,99416.133,98816.25,1917155.1,19.284145,.99416131,.00006108942,.010634527,66,2,1,2010
11391,1167.5885,.011614859,1142.4806,.98838514,98363.703,97735.336,1818338.9,18.485872,.98363703,.00018388474,.011675886,67,2,1,2010
11402,1245.3955,.012381482,1203.7428,.98761851,97221.219,96583.234,1720603.5,17.697819,.9722122,.00032519884,.012453956,68,2,1,2010
11232,1531.339,.015197031,1459.1805,.98480296,96017.477,95287.883,1624020.3,16.913799,.96017474,.0005579791,.01531339,69,2,1,2010
11632,1642.022,.016286505,1540.0242,.98371351,94558.297,93788.281,1528732.4,16.167089,.94558299,.00079243182,.016420219,70,2,1,2010
12327,1598.1179,.015854493,1474.7576,.98414552,93018.273,92280.898,1434944.1,15.426476,.93018275,.00095774885,.015981181,71,2,1,2010
12607,1745.0623,.017299678,1583.6733,.98270035,91543.516,90751.68,1342663.3,14.66694,.91543514,.0012259793,.017450623,72,2,1,2010
12684,2183.8538,.021602653,1943.3713,.97839737,89959.844,88988.156,1251911.5,13.916337,.89959842,.0017552744,.021838538,73,2,1,2010
12952,2169.5491,.02146267,1889.0684,.97853732,88016.469,87071.938,1162923.4,13.212565,.88016468,.0019924913,.021695491,74,2,1,2010
12767,2537.7927,.025059942,2158.3477,.97494006,86127.398,85048.227,1075851.5,12.491397,.861274,.0025788173,.025377927,75,2,1,2010
13117,2729.2827,.026925392,2260.8997,.97307462,83969.047,82838.594,990803.19,11.799624,.83969045,.0030434059,.027292829,76,2,1,2010
13223,3191.4089,.031412832,2566.6843,.96858716,81708.148,80424.805,907964.63,11.112289,.81708151,.0038361491,.031914089,77,2,1,2010
14086,3478.6313,.034191612,2705.9741,.96580839,79141.461,77788.477,827539.81,10.456464,.79141462,.0044669551,.034786314,78,2,1,2010
14404,4033.6018,.039538603,3022.1523,.96046138,76435.484,74924.406,749751.31,9.8089428,.76435483,.0054433956,.04033602,79,2,1,2010
14848,4269.9355,.041806795,3069.176,.95819318,73413.328,71878.742,674826.94,9.1921587,.7341333,.0059904666,.042699359,80,2,1,2010
14506,5377.0854,.052363053,3683.4343,.94763696,70344.148,68502.43,602948.19,8.5714054,.7034415,.0076840702,.053770855,81,2,1,2010
14742,5365.6221,.052254334,3483.311,.94774568,66660.711,64919.055,534445.75,8.0174026,.66660708,.0077413828,.05365622,82,2,1,2010
14176,6750.8467,.065304175,4125.748,.93469584,63177.398,61114.523,469526.72,7.4318781,.63177401,.009597959,.067508467,83,2,1,2010
13981,7059.5811,.068188883,4026.666,.93181109,59051.648,57038.316,408412.19,6.9161859,.59051651,.0097367512,.070595808,84,2,1,2010
12977,8430.2998,.080893226,4451.1484,.91910678,55024.984,52799.41,351373.88,6.385715,.55024981,.011015478,.084302999,85,2,1,2010
12551,9473.3486,.090449199,4574.3628,.90955079,50573.836,48286.656,298574.47,5.9037337,.50573838,.011434401,.094733477,86,2,1,2010
11727,11094.057,.10511008,4835.0083,.89488995,45999.473,43581.969,250287.8,5.4411016,.45999473,.01201014,.11094057,87,2,1,2010
10468,13975.927,.13063084,5377.3486,.86936915,41164.465,38475.789,206705.83,5.0214629,.41164464,.013023579,.13975927,88,2,1,2010
10208,14704.153,.13697129,4901.8076,.86302871,35787.117,33336.215,168230.05,4.7008548,.35787117,.011264325,.14704153,89,2,1,2010
9222,15354.587,.14259818,4404.189,.85740185,30885.309,28683.215,134893.83,4.3675728,.30885309,.0094013074,.15354587,90,2,1,2010
6226,18760.039,.17151248,4541.8428,.82848752,26481.119,24210.197,106210.61,4.0108051,.26481119,.0088423416,.1876004,91,2,1,2010
5063,21963.264,.19789998,4341.7827,.8021,21939.277,19768.387,82000.414,3.7376077,.21939278,.007435719,.21963264,92,2,1,2010
4313,23417.574,.20963055,3688.9724,.79036945,17597.494,15753.008,62232.027,3.5364141,.17597494,.0053492957,.23417574,93,2,1,2010
3264,27573.529,.24232633,3370.4011,.75767368,13908.521,12223.321,46479.02,3.3417656,.13908522,.004035736,.27573532,94,2,1,2010
2444,29991.816,.26080769,2748.4229,.73919231,10538.12,9163.9082,34255.695,3.2506456,.1053812,.0025911031,.29991817,95,2,1,2010
1912,32426.777,.27902791,2173.543,.72097206,7789.6973,6702.9258,25091.789,3.2211506,.077896975,.0015612349,.3242678,96,2,1,2010
1403,33143.266,.28431672,1596.7666,.71568328,5616.1543,4817.771,18388.863,3.2742803,.056161541,.00084640476,.33143264,97,2,1,2010
933,35476.957,.30131999,1211.1218,.69868004,4019.3877,3413.8267,13571.092,3.3764079,.040193878,.00046723059,.35476956,98,2,1,2010
569,22319.859,.20079051,563.87311,.79920948,2808.2659,2526.3293,10157.265,3.6169171,.028082659,.00015390367,.22319858,99,2,1,2010
2,0,0,0,1,2244.3928,2244.3928,7630.9355,3.4000001,.022443928,0,0,100,2,1,2010
1,0,0,0,1,2244.3928,2244.3928,5386.543,2.4000001,.022443928,0,0,102,2,1,2010
2,50000,.40000001,897.75714,.60000002,2244.3928,1795.5143,3142.1499,1.4,.022443928,.00019696969,.5,103,2,1,2010
1,0,0,0,1,1346.6357,1346.6357,1346.6357,1,.013466357,0,0,105,2,1,2010
0,,1,1346.6357,0,1346.6357,,,,.013466357,.00017890075,,106,2,1,2010
34467,362.66574,.0036251666,361.50012,.99637485,100000,99678.594,2155520.5,21.555204,1,0,.0036164839,65,2,2,2010
33085,819.10229,.008162274,813.27673,.99183774,99638.5,99174.93,2055841.9,20.633007,.99638498,.000029293848,.008191023,66,2,2,2010
30492,898.59637,.0089497734,884.46338,.99105024,98825.227,98338.773,1956667,19.799267,.98825228,.00010268363,.0089859637,67,2,2,2010
26570,982.31085,.009777965,957.66138,.99022204,97940.766,97433.203,1858328.3,18.974001,.97940767,.0001931439,.0098231081,68,2,2,2010
23208,995.34644,.0099041741,960.53754,.99009585,96983.102,96502.836,1760895,18.156719,.96983099,.00028104213,.0099534644,69,2,2,2010
21491,1191.1963,.011841436,1137.045,.98815858,96022.563,95454.039,1664392.1,17.333344,.96022564,.00043426431,.011911963,70,2,2,2010
21166,1233.1097,.012255535,1162.8728,.98774445,94885.516,94304.078,1568938.1,16.535065,.94885516,.00056433107,.012331097,71,2,2,2010
19700,1395.9391,.013862634,1299.2427,.98613739,93722.641,93073.016,1474634,15.734021,.93722641,.00076438428,.013959391,72,2,2,2010
18045,1584.9265,.015724653,1453.3259,.98427534,92423.398,91696.734,1381561,14.948174,.92423397,.0010176993,.015849266,73,2,2,2010
16949,1858.5167,.018414052,1675.1276,.98158592,90970.07,90132.508,1289864.3,14.178996,.90970069,.0013760393,.018585166,74,2,2,2010
15584,2040.5544,.020199453,1803.7091,.97980052,89294.945,88393.094,1199731.8,13.435607,.89294946,.0017241786,.020405544,75,2,2,2010
14735,2246.3523,.02221402,1943.532,.977786,87491.234,86519.469,1111338.8,12.702287,.87491232,.002127016,.022463523,76,2,2,2010
13821,2561.3198,.025289329,2163.4441,.97471064,85547.703,84465.984,1024819.3,11.979506,.85547704,.0026747973,.0256132,77,2,2,2010
13671,3006.3638,.02961842,2469.71,.97038156,83384.258,82149.406,940353.25,11.277348,.83384258,.0034217618,.030063638,78,2,2,2010
12989,3348.9875,.032938324,2665.1895,.9670617,80914.547,79581.953,858203.88,10.606299,.80914545,.0041158278,.033489872,79,2,2,2010
12341,3403.2898,.033463467,2618.4949,.96653652,78249.359,76940.109,778621.88,9.9505205,.78249359,.0044566095,.034032896,80,2,2,2010
11377,4008.0864,.039293408,2971.7944,.96070659,75630.867,74144.969,701681.81,9.2777176,.75630867,.0054771914,.040080864,81,2,2,2010
11104,4701.0088,.04593049,3337.2666,.9540695,72659.07,70990.438,627536.81,8.6367302,.72659069,.0066297022,.047010086,82,2,2,2010
9942,5441.561,.052974295,3672.2737,.94702572,69321.805,67485.664,556546.38,8.0284462,.69321805,.0078097065,.05441561,83,2,2,2010
9478,6404.3047,.062055923,4073.9421,.93794405,65649.531,63612.559,489060.72,7.4495692,.65649533,.0091871154,.064043045,84,2,2,2010
9064,7270.5205,.07015489,4319.8286,.92984509,61575.59,59415.676,425448.16,6.9093637,.61575592,.01022074,.072705202,85,2,2,2010
8097,7731.2583,.074435197,4261.8438,.92556483,57255.762,55124.84,366032.47,6.3929367,.57255763,.01043024,.077312581,86,2,2,2010
7222,9789.5322,.093327172,4945.7725,.90667284,52993.918,50521.031,310907.63,5.8668547,.52993917,.012320099,.097895317,87,2,2,2010
6288,11752.545,.11100263,5333.4707,.88899738,48048.145,45381.41,260386.61,5.4192853,.48048145,.013313357,.11752545,88,2,2,2010
5790,12573.402,.11829704,5053.019,.88170296,42714.672,40188.164,215005.2,5.0335212,.42714673,.012364355,.12573402,89,2,2,2010
5123,13976.186,.1306331,4919.8584,.86936688,37661.652,35201.723,174817.03,4.641778,.37661654,.011550673,.13976187,90,2,2,2010
3616,15790.93,.14635397,4791.8916,.85364604,32741.793,30345.848,139615.31,4.2641315,.32741794,.010552485,.1579093,91,2,2,2010
2823,18101.311,.16598994,4639.4023,.83401006,27949.902,25630.201,109269.47,3.9094758,.27949902,.0093427971,.18101311,92,2,2,2010
2203,20608.262,.18683128,4355.1304,.8131687,23310.5,21132.936,83639.266,3.5880511,.233105,.0077855391,.20608261,93,2,2,2010
1645,22674.771,.20365819,3860.4163,.79634178,18955.369,17025.16,62506.328,3.2975526,.18955369,.0059304908,.22674771,94,2,2,2010
1183,25190.195,.22372372,3377.0991,.77627629,15094.953,13406.403,45481.168,3.013005,.15094954,.0043282178,.25190195,95,2,2,2010
869,26237.055,.23194304,2717.8745,.76805699,11717.854,10358.916,32074.766,2.7372561,.11717854,.0028115795,.26237056,96,2,2,2010
578,32006.92,.27591351,2483.2156,.72408652,8999.9785,7758.3706,21715.848,2.4128778,.089999788,.0020337494,.32006919,97,2,2,2010
418,32775.121,.28160331,1835.142,.71839666,6516.7627,5599.1919,13957.479,2.1417811,.065167628,.0011179834,.32775122,98,2,2,2010
266,15413.534,.14310646,669.97015,.85689354,4681.6206,4346.6357,8358.2861,1.7853403,.046816207,.0002989705,.15413535,99,2,2,2010
4,0,0,0,1,4011.6504,4011.6504,4011.6504,1,.040116504,0,0,100,2,2,2010
1,0,1,4011.6504,0,4011.6504,,,,.040116504,.001544773,,101,2,2,2010
16198,321.02728,.0032091045,320.11392,.99679089,100000,99715.484,2324149,23.241489,1,0,.0032023017,65,2,3,2010
15449,446.63086,.0044577476,444.34775,.99554223,99679.883,99426.602,2224433.5,22.315771,.99679881,.000014178866,.0044663087,66,2,3,2010
13979,557.9798,.0055658226,552.32733,.99443418,99235.531,98931.75,2125007,21.413771,.99235529,.00004190105,.0055797976,67,2,3,2010
12499,640.05121,.0063813156,629.72864,.99361867,98683.203,98349.445,2026075.3,20.531105,.98683202,.000081830607,.0064005121,68,2,3,2010
10162,777.40601,.0077439588,759.32208,.99225605,98053.477,97673.813,1927725.8,19.659943,.98053479,.0001449266,.0077740597,69,2,3,2010
8981,679.21167,.0067691281,658.59662,.99323088,97294.156,96964.859,1830052,18.809475,.97294158,.00017338389,.0067921164,70,2,3,2010
8784,728.59747,.0072595282,701.52856,.99274045,96635.563,96284.797,1733087.1,17.934258,.96635562,.00022808401,.0072859745,71,2,3,2010
8041,982.46484,.0097766221,937.91077,.99022341,95934.031,95465.078,1636802.4,17.061749,.95934033,.00036584577,.0098246476,72,2,3,2010
7195,1084.0862,.010782417,1024.2877,.98921758,94996.117,94483.977,1541337.3,16.225266,.94996119,.00048689448,.010840862,73,2,3,2010
6787,1385.0007,.013754755,1292.5594,.98624527,93971.828,93325.547,1446853.3,15.39667,.93971831,.00073220668,.013850006,74,2,3,2010
5913,1319.1273,.013104838,1214.5468,.98689514,92679.266,92071.992,1353527.8,14.604429,.92679268,.0008240458,.013191273,75,2,3,2010
5321,1578.6506,.015662875,1432.6005,.98433715,91464.719,90748.422,1261455.8,13.791719,.91464716,.0011183986,.015786506,76,2,3,2010
4927,1786.0767,.017702674,1593.8092,.9822973,90032.117,89235.211,1170707.4,13.00322,.90032119,.0014303315,.017860765,77,2,3,2010
4717,2374.3904,.023465324,2075.2334,.97653466,88438.305,87400.688,1081472.1,12.228549,.88438302,.0021219198,.023743901,78,2,3,2010
4337,2236.5691,.022118345,1910.2081,.97788167,86363.07,85407.969,994071.44,11.510376,.86363071,.002249704,.022365691,79,2,3,2010
4101,2731.0413,.026942506,2275.3718,.97305751,84452.859,83315.172,908663.44,10.759416,.84452862,.0029875638,.027310414,80,2,3,2010
3532,3255.9456,.032037888,2632.793,.96796209,82177.484,80861.086,825348.31,10.043485,.82177484,.0038560138,.032559454,81,2,3,2010
3282,4326.6299,.042350132,3368.728,.95764989,79544.688,77860.32,744487.19,9.3593578,.79544687,.0054812958,.0432663,82,2,3,2010
2781,4279.0361,.04189403,3191.3179,.95810598,76175.961,74580.305,666626.88,8.7511454,.76175964,.0057916646,.042790357,83,2,3,2010
2468,6037.2773,.058603738,4277.1729,.94139624,72984.641,70846.055,592046.56,8.1119337,.72984642,.008433328,.060372774,84,2,3,2010
2164,6284.6582,.060931902,4186.4766,.93906808,68707.469,66614.234,521200.53,7.5857916,.68707466,.0090010529,.062846579,85,2,3,2010
1848,6818.1816,.065934062,4254.1309,.93406594,64520.992,62393.926,454586.28,7.0455561,.64520991,.0097383047,.068181813,86,2,3,2010
1564,10038.363,.095585994,5760.6675,.904414,60266.859,57386.527,392192.38,6.507596,.60266858,.013794446,.10038362,87,2,3,2010
1385,9602.8877,.091629349,4994.3667,.90837067,54506.191,52009.008,334805.84,6.1425285,.54506189,.012384502,.096028879,88,2,3,2010
1286,11275.272,.10673537,5284.6631,.89326465,49511.824,46869.492,282796.81,5.7117023,.49511823,.013210397,.11275273,89,2,3,2010
1146,10994.765,.10421836,4609.2822,.89578164,44227.16,41922.52,235927.33,5.3344445,.44227159,.011369598,.10994764,90,2,3,2010
770,15064.936,.14009662,5550.3311,.8599034,39617.879,36842.715,194004.81,4.8969007,.39617878,.013277565,.15064935,91,2,3,2010
666,15165.165,.14096302,4802.2642,.85903698,34067.547,31666.414,157162.09,4.6132493,.34067547,.01078664,.15165165,92,2,3,2010
460,20869.564,.18897638,5530.4473,.81102359,29265.283,26500.059,125495.69,4.2882104,.29265285,.011448422,.20869565,93,2,3,2010
359,21169.916,.19143577,4543.6968,.80856425,23734.836,21462.988,98995.625,4.1708999,.23734836,.0082247322,.21169917,94,2,3,2010
275,22545.455,.20261438,3888.4006,.79738563,19191.139,17246.938,77532.641,4.0400229,.19191138,.0060301865,.22545454,95,2,3,2010
178,28651.686,.25061426,3835.0845,.74938571,15302.738,13385.196,60285.699,3.9395368,.15302739,.004970653,.28651688,96,2,3,2010
156,19871.795,.18075801,2072.8704,.819242,11467.654,10431.219,46900.504,4.089808,.11467654,.0021044989,.19871794,97,2,3,2010
102,33333.332,.28571427,2684.2239,.71428573,9394.7842,8052.6724,36469.285,3.881865,.093947843,.0022848556,.33333331,98,2,3,2010
58,12068.966,.11382114,763.80365,.88617885,6710.5605,6328.6587,28416.613,4.234611,.067105606,.00047815975,.12068966,99,2,3,2010
3,33333.332,.28571427,1699.0732,.71428573,5946.7568,5097.2202,22087.955,3.7142859,.059467569,.00095031172,.33333331,100,2,3,2010
1,0,0,0,1,4247.6836,4247.6836,16990.734,4,.042476837,0,0,101,2,3,2010
1,0,0,0,1,4247.6836,4247.6836,12743.051,3,.042476837,0,0,102,2,3,2010
5,0,0,0,1,4247.6836,4247.6836,8495.3672,2,.042476837,0,0,103,2,3,2010
1,0,0,0,1,4247.6836,4247.6836,4247.6836,1,.042476837,0,0,104,2,3,2010
0,,1,4247.6836,0,4247.6836,,,,.042476837,.0017276414,,105,2,3,2010
602,996.67773,.0099555254,987.88049,.99004447,100000,99117.344,1996334.8,19.963348,1,0,.0098898839,65,2,4,2010
618,1294.4984,.012873326,1274.6154,.98712665,99012.117,98285.586,1897217.5,19.161469,.99012119,.00012467297,.012944984,66,2,4,2010
675,444.44446,.0044355732,433.52185,.9955644,97737.5,97499.063,1798931.9,18.405748,.97737497,.000095865274,.0044444446,67,2,4,2010
609,1149.4253,.011432491,1112.4269,.98856753,97303.977,96714.391,1701432.9,17.485748,.97303975,.00029182737,.011494253,68,2,4,2010
590,2203.3899,.021793798,2096.3792,.97820622,96191.547,95143.359,1604718.4,16.682529,.96191549,.00076798914,.0220339,69,2,4,2010
773,1552.3933,.015404365,1449.4762,.98459566,94095.164,93370.43,1509575.1,16.043068,.94095165,.00080535287,.015523933,70,2,4,2010
656,1524.3903,.015128593,1401.5989,.98487139,92645.688,91944.891,1416204.6,15.286244,.92645687,.00095497293,.015243902,71,2,4,2010
695,1870.5035,.018531717,1690.9097,.98146826,91244.086,90398.633,1324259.8,14.513376,.91244084,.0013509109,.018705036,72,2,4,2010
727,2338.377,.023113528,2069.8899,.97688645,89553.18,88518.234,1233861.1,13.777971,.89553177,.0019364775,.023383768,73,2,4,2010
641,1872.0748,.01854714,1622.5648,.98145288,87483.289,86672.008,1145342.9,13.092134,.87483287,.0017767136,.018720748,74,2,4,2010
618,2588.9968,.025559107,2194.5234,.97444087,85860.727,84763.469,1058670.9,12.330094,.85860729,.0026641693,.025889968,75,2,4,2010
676,3106.5088,.030589947,2559.3447,.96941006,83666.203,82386.531,973907.38,11.640391,.83666205,.0034975663,.031065086,76,2,4,2010
658,4559.2705,.044576522,3615.4617,.95542347,81106.859,79299.125,891520.88,10.991929,.81106859,.005540201,.045592703,77,2,4,2010
654,3516.8196,.034560479,2678.1399,.9654395,77491.398,76152.328,812221.75,10.481444,.77491397,.0046712733,.035168193,78,2,4,2010
556,3417.2661,.033598583,2513.6194,.9664014,74813.258,73556.445,736069.44,9.8387566,.74813259,.0047364188,.034172658,79,2,4,2010
711,3938.1152,.038620688,2792.262,.96137929,72299.641,70903.508,662513,9.163434,.72299641,.0055921352,.039381154,80,2,4,2010
511,5088.0625,.049618319,3448.8391,.9503817,69507.375,67782.953,591609.44,8.5114632,.69507372,.0073096845,.050880626,81,2,4,2010
488,5327.8687,.051896207,3428.1875,.94810379,66058.539,64344.445,523826.5,7.9297318,.6605854,.0076864194,.053278685,82,2,4,2010
492,5081.3008,.049554013,3103.5852,.95044601,62630.352,61078.559,459482.06,7.336412,.62630349,.0072638611,.050813008,83,2,4,2010
420,11428.571,.1081081,6435.3257,.8918919,59526.766,56309.102,398403.5,6.6928463,.59526765,.015504248,.11428571,84,2,4,2010
811,9001.2334,.086135693,4573.0679,.91386431,53091.441,50804.906,342094.41,6.4434943,.53091443,.011388966,.090012327,85,2,4,2010
672,10267.857,.097664542,4738.5249,.90233546,48518.375,46149.113,291289.5,6.0036945,.48518375,.01183591,.10267857,86,2,4,2010
662,8912.3867,.085321762,3735.374,.91467822,43779.852,41912.164,245140.39,5.5993881,.43779853,.0091939131,.08912386,87,2,4,2010
573,13438.045,.12591986,5042.395,.87408012,40044.477,37523.277,203228.22,5.0750623,.40044478,.012106224,.13438044,88,2,4,2010
552,12137.682,.11443211,4005.3621,.8855679,35002.082,32999.402,165704.95,4.7341456,.35002083,.0091124494,.12137681,89,2,4,2010
461,16268.98,.15045135,4663.4985,.84954864,30996.721,28664.971,132705.55,4.2812772,.30996722,.0099746427,.16268981,90,2,4,2010
346,17052.023,.15712383,4137.5767,.8428762,26333.223,24264.434,104040.57,3.9509244,.26333222,.0080264173,.17052022,91,2,4,2010
276,18478.262,.16915424,3754.4878,.83084577,22195.646,20318.402,79776.141,3.5942247,.22195646,.0064836922,.18478262,92,2,4,2010
253,19762.846,.17985611,3316.7549,.82014388,18441.158,16782.781,59457.738,3.2241867,.18441159,.0049885307,.19762845,93,2,4,2010
178,26966.293,.23762377,3593.9177,.76237625,15124.403,13327.444,42674.957,2.8215961,.15124403,.0046134857,.26966292,94,2,4,2010
148,30405.406,.26392964,3043.2368,.73607039,11530.485,10008.867,29347.512,2.5452104,.11530485,.0031043948,.30405408,95,2,4,2010
134,23880.598,.21333334,1810.6129,.78666663,8487.248,7581.9414,19338.645,2.278553,.084872477,.0014062874,.23880596,96,2,4,2010
104,24038.461,.21459226,1432.7543,.78540772,6676.6353,5960.2583,11756.703,1.7608725,.066766351,.00089272921,.24038461,97,2,4,2010
100,31000,.26839826,1407.4485,.73160172,5243.8809,4540.1567,5796.4453,1.1053731,.052438807,.00069934677,.30999997,98,2,4,2010
76,228947.38,1.0674847,4095.333,-.067484736,3836.4324,1788.7659,1256.2883,.32746264,.038364325,.0015108709,2.289474,99,2,4,2010
575,44347.824,.36298931,-93.978165,.63701069,-258.90063,-211.91156,-532.47748,2.0566866,-.0025890064,2.4394001e-06,.44347826,100,2,4,2010
359,47632.313,.38470191,-63.445988,.61529809,-164.92247,-133.19948,-320.56595,1.9437373,-.0016492247,1.0480926e-06,.4763231,101,2,4,2010
248,44354.84,.3630363,-36.839649,.63696373,-101.47649,-83.056664,-187.36646,1.8464026,-.0010147649,3.7421518e-07,.44354841,102,2,4,2010
114,51754.387,.41114983,-26.575426,.58885014,-64.636841,-51.349129,-104.3098,1.6137824,-.00064636843,1.7188620e-07,.51754385,103,2,4,2010
54,66666.664,.5,-19.030708,.5,-38.061417,-28.546062,-52.96067,1.3914529,-.00038061416,7.2461141e-08,.66666669,104,2,4,2010
26,96153.844,.64935064,-12.357603,.35064936,-19.030708,-12.851907,-24.414608,1.2829059,-.00019030708,2.3521869e-08,.96153849,105,2,4,2010
12,58333.332,.45161289,-3.0136604,.54838711,-6.6731052,-5.166275,-11.562701,1.7327317,-.000066731052,2.0111814e-09,.58333331,106,2,4,2010
7,71428.57,.52631581,-1.9260236,.47368419,-3.6594448,-2.6964331,-6.3964257,1.7479224,-.000036594447,7.0484346e-10,.71428573,107,2,4,2010
8,37500,.31578946,-.54739612,.68421054,-1.7334212,-1.4597231,-3.6999927,2.1345029,-.000017334212,9.4888458e-11,.37499997,108,2,4,2010
2,0,0,0,1,-1.1860251,-1.1860251,-2.2402697,1.8888888,-.000011860251,0,0,109,2,4,2010
4,25000,.22222222,-.26356116,.77777779,-1.1860251,-1.0542445,-1.0542445,.88888884,-.000011860251,3.1259384e-11,.25000003,110,2,4,2010
1,0,1,-.92246401,0,-.92246401,,,,-9.2246401e-06,8.5094772e-11,,111,2,4,2010
13365,793.11633,.0079240361,787.54431,.99207598,100000,99297.453,1753793,17.53793,1,0,.0078824824,65,1,1,2011
14737,1540.3407,.015302055,1518.1544,.98469794,99212.453,98347.102,1654495.5,16.676289,.99212456,.00011861978,.015403408,66,1,1,2011
14683,1750.3235,.017366448,1696.603,.98263353,97694.297,96761.164,1556148.4,15.928754,.97694296,.00038216688,.017503235,67,1,1,2011
14378,1877.869,.0186144,1786.9396,.98138559,95997.695,95050.617,1459387.3,15.202315,.95997697,.00068656338,.018778691,68,1,1,2011
14091,2093.5349,.020718474,1951.9031,.97928154,94210.758,93234.805,1364336.6,14.48175,.94210756,.0010645856,.020935347,69,1,1,2011
13247,2317.5059,.022909593,2113.6128,.97709042,92258.852,91202.047,1271101.9,13.77756,.92258853,.0015095198,.023175059,70,1,1,2011
13340,2586.2068,.025531914,2301.5806,.97446811,90145.242,88994.453,1179899.8,13.088875,.90145242,.0020446309,.025862068,71,1,1,2011
13813,2526.6055,.024950851,2191.7742,.97504914,87843.664,86747.773,1090905.4,12.418715,.87843663,.0023405019,.025266055,72,1,1,2011
13242,2952.7261,.029097673,2492.2708,.97090232,85651.891,84405.758,1004157.6,11.723705,.85651892,.0030628575,.02952726,73,1,1,2011
12798,3117.6746,.03069821,2552.8513,.96930182,83159.617,81883.195,919751.81,11.060078,.8315962,.0035751143,.031176744,74,1,1,2011
12327,3764.095,.036945615,2978.0664,.96305436,80606.766,79117.734,837868.56,10.394519,.80606765,.004655391,.037640948,75,1,1,2011
11997,4442.7773,.043462306,3373.9224,.95653772,77628.703,75941.742,758750.88,9.7741022,.77628702,.0058593387,.044427771,76,1,1,2011
11328,4802.2598,.046896551,3482.2932,.95310342,74254.781,72513.633,682809.13,9.1954899,.74254781,.0066571194,.048022598,77,1,1,2011
11006,5533.3452,.05384377,3810.6575,.9461562,70772.484,68867.156,610295.5,8.6233444,.70772487,.0078823594,.05533345,78,1,1,2011
10997,5992.5435,.058182139,3895.9824,.94181788,66961.828,65013.836,541428.31,8.0856266,.66961831,.0086190682,.059925433,79,1,1,2011
10411,6608.395,.063970245,4034.3374,.93602973,63065.844,61048.676,476414.5,7.5542397,.63065845,.0093971165,.066083945,80,1,1,2011
10231,7174.2744,.069258355,4088.425,.93074167,59031.508,56987.297,415365.81,7.0363407,.5903151,.009887578,.071742743,81,1,1,2011
9283,8424.001,.080835231,4441.3369,.91916478,54943.082,52722.414,358378.5,6.5227227,.54943085,.010994823,.084240012,82,1,1,2011
9036,9572.8203,.091355555,4613.6152,.90864444,50501.746,48194.938,305656.09,6.0523868,.50501746,.011532876,.095728211,83,1,1,2011
7919,11289.305,.10686111,4903.6567,.89313889,45888.133,43436.305,257461.16,5.6106262,.45888132,.012176233,.11289304,84,1,1,2011
7314,11594.203,.10958904,4491.4492,.89041096,40984.477,38738.75,214024.86,5.2220955,.40984476,.01086356,.11594202,85,1,1,2011
6429,13765.749,.12879284,4700.0405,.87120718,36493.027,34143.008,175286.11,4.8032765,.36493027,.010892634,.13765749,86,1,1,2011
