population,_Rx,_qx,_dx,_px,_lx,_Lx,_Tx,_ExpYL,_Surv,_SurvVar,_HRate,age,sex,level_income,year
8844,2736.3184,.026993865,2279.9866,.97300613,84463.141,83323.148,1037933.1,12.288592,.84463143,.0029920076,.027363183,75,2,1,2006
9135,2616.3108,.025825273,2122.4026,.97417474,82183.156,81121.953,954610,11.615641,.82183158,.0031077159,.026163109,76,2,1,2006
8591,3526.9468,.034658279,2774.7678,.96534175,80060.75,78673.367,873488.06,10.910316,.8006075,.0044295043,.035269469,77,2,1,2006
8494,3790.9111,.037203927,2875.342,.96279609,77285.984,75848.313,794814.69,10.284073,.77285987,.0050475909,.037909109,78,2,1,2006
8234,4068.4966,.039873835,2967.0376,.96012616,74410.641,72927.125,718966.38,9.6621447,.74410641,.0056495974,.040684968,79,2,1,2006
8207,4618.0088,.045137852,3224.8108,.95486212,71443.602,69831.195,646039.25,9.0426464,.71443599,.0065791686,.046180088,80,2,1,2006
7895,5028.499,.049051709,3346.2483,.9509483,68218.789,66545.664,576208.06,8.4464712,.68218791,.0072549195,.050284993,81,2,1,2006
7716,6156.0396,.059722137,3874.3267,.94027787,64872.539,62935.375,509662.38,7.8563657,.64872539,.0088288449,.061560396,82,2,1,2006
7165,6992.3237,.067561187,4121.1113,.93243879,60998.211,58937.656,446727,7.3236084,.60998213,.009804287,.06992323,83,2,1,2006
6871,8601.3682,.082467034,4690.4858,.91753298,56877.102,54531.859,387789.34,6.8180223,.568771,.01150438,.086013682,84,2,1,2006
6751,8665.3828,.083055295,4334.375,.91694468,52186.617,50019.43,333257.5,6.3858805,.52186614,.010815213,.086653829,85,2,1,2006
6566,9031.374,.086411662,4134.9917,.91358835,47852.242,45784.746,283238.06,5.9190135,.47852242,.010318405,.09031374,86,2,1,2006
4808,10898.503,.10335306,4518.3115,.89664692,43717.25,41458.094,237453.33,5.4315705,.4371725,.011117428,.10898503,87,2,1,2006
4228,12653.737,.1190079,4664.9834,.88099211,39198.938,36866.445,195995.23,5.0000138,.39198938,.011118228,.12653738,88,2,1,2006
3695,14722.598,.13713133,4735.687,.86286867,34533.953,32166.109,159128.78,4.6078935,.34533954,.010706448,.14722598,89,2,1,2006
3170,15552.051,.14429973,4299.8818,.85570025,29798.266,27648.324,126962.67,4.2607403,.29798266,.0089948792,.15552051,90,2,1,2006
2528,19462.025,.17736121,4522.4238,.82263881,25498.383,23237.172,99314.352,3.8949275,.25498384,.0085911173,.19462024,91,2,1,2006
2159,20333.488,.18457012,3871.5352,.81542987,20975.959,19040.191,76077.18,3.6268749,.20975959,.0064174766,.20333488,92,2,1,2006
1712,21203.271,.19170848,3279.063,.80829155,17104.424,15464.893,57036.988,3.3346338,.17104425,.0046493215,.21203271,93,2,1,2006
1379,25453.227,.22579607,3121.7124,.7742039,13825.361,12264.505,41572.094,3.0069444,.13825361,.0037191941,.25453228,94,2,1,2006
892,30269.059,.26290166,2814.0071,.73709834,10703.648,9296.6445,29307.59,2.7380934,.10703649,.0026896189,.3026906,95,2,1,2006
689,33526.852,.28713489,2265.3914,.71286511,7889.6416,6756.9458,20010.945,2.5363567,.078896418,.0016463001,.33526853,96,2,1,2006
476,34873.949,.29695886,1670.1709,.70304114,5624.25,4789.1646,13254,2.356581,.0562425,.00088651467,.3487395,97,2,1,2006
317,44794.953,.36597937,1447.1115,.63402063,3954.0791,3230.5234,8464.835,2.1407855,.03954079,.00054957403,.44794953,98,2,1,2006
202,42574.258,.35102043,879.99689,.64897954,2506.9678,2066.9692,5234.312,2.0879056,.025069678,.00021508172,.4257426,99,2,1,2006
