population,_Rx,_qx,_dx,_px,_lx,_Lx,_Tx,_ExpYL,_Surv,_SurvVar,_HRate,age,sex,level_income,level_education,year
2676,6053.8115,.058759522,3947.6653,.94124049,67183.414,65209.582,509301.25,7.5807586,.67183411,.0087035373,.060538117,83,2,2,2,2013
2208,7201.0869,.069508195,4395.4028,.93049181,63235.75,61038.047,444091.66,7.0227942,.63235748,.010218498,.072010867,84,2,2,2,2013
2117,7463.3916,.071948998,4233.5039,.92805099,58840.348,56723.594,383053.63,6.5100503,.58840346,.010252904,.074633911,85,2,2,2,2013
1726,9849.3623,.093870789,5125.9873,.90612924,54606.844,52043.852,326330.03,5.9759912,.54606843,.01270618,.098493621,86,2,2,2,2013
1586,11790.668,.11134266,5509.3301,.88865733,49480.855,46726.191,274286.19,5.5432792,.49480855,.01377184,.11790668,87,2,2,2,2013
1407,11727.079,.11077543,4870.9644,.88922459,43971.523,41536.043,227559.98,5.1751671,.43971524,.012000388,.11727079,88,2,2,2,2013
1186,15008.432,.13960785,5458.7446,.86039215,39100.559,36371.188,186023.94,4.7575774,.39100558,.012998374,.15008432,89,2,2,2,2013
1023,18572.824,.16994633,5717.3027,.83005369,33641.813,30783.16,149652.75,4.4484153,.33641812,.012763361,.18572825,90,2,2,2,2013
848,18042.453,.16549486,4621.3628,.83450514,27924.51,25613.828,118869.59,4.2568192,.27924511,.0093012918,.18042453,91,2,2,2,2013
745,22013.422,.19830713,4621.1802,.80169284,23303.146,20992.557,93255.766,4.001853,.23303147,.0082593337,.22013423,92,2,2,2,2013
590,22033.898,.19847329,3707.8713,.80152673,18681.967,16828.031,72263.203,3.8680725,.18681967,.0056329272,.22033899,93,2,2,2,2013
369,23577.236,.2109091,3158.1731,.78909087,14974.096,13395.009,55435.176,3.7020717,.14974096,.0040209419,.23577237,94,2,2,2,2013
250,30000,.26086956,3082.4146,.73913044,11815.923,10274.716,42040.168,3.557925,.11815923,.0032118028,.29999998,95,2,2,2,2013
196,28061.225,.24608502,2149.1855,.75391495,8733.5078,7658.915,31765.451,3.6371927,.08733508,.0017130655,.28061226,96,2,2,2,2013
126,42063.492,.34754097,2288.3218,.65245903,6584.3223,5440.1611,24106.535,3.6612022,.065843225,.0014074986,.4206349,97,2,2,2,2013
82,43902.438,.35999998,1546.5601,.63999999,4296.0005,3522.7205,18666.375,4.3450589,.042960007,.00063585961,.43902436,98,2,2,2,2013
69,44927.535,.36686391,1008.6705,.63313609,2749.4404,2245.1052,15143.654,5.5079041,.027494404,.00026970296,.44927537,99,2,2,2,2013
37,40540.539,.33707863,586.77637,.66292137,1740.77,1447.3818,12898.549,7.4096799,.0174077,.00010036617,.40540537,100,2,2,2,2013
25,60000,.46153846,532.61249,.53846157,1153.9937,887.68738,11451.167,9.9230766,.011539936,.000060753853,.60000002,101,2,2,2,2013
17,5882.353,1,621.38116,0,621.38116,10563.479,10563.479,17,.0062138117,.000038371531,,102,2,2,2,2013
2729,73.286919,.00073280826,73.239304,.99926722,100000,99935.031,2181608.5,21.816086,1,0,.00073245389,65,2,2,3,2013
2970,875.4209,.0087213786,871.49908,.99127865,99926.758,99430,2081673.5,20.831993,.99926758,6.3783750e-06,.0087542087,66,2,2,3,2013
2862,1118.0992,.011125018,1101.9915,.98887497,99055.258,98449.164,1982243.5,20.011492,.9905526,.00010312594,.011180992,67,2,2,3,2013
2685,968.34265,.0096395547,944.22583,.99036044,97953.266,97452.828,1883794.4,19.231564,.97953266,.00018930245,.0096834265,68,2,2,3,2013
2607,690.44879,.0068807341,667.49341,.99311924,97009.039,96675.289,1786341.6,18.414177,.97009039,.00019367339,.006904488,69,2,2,3,2013
2087,910.39771,.0090627233,873.11676,.99093729,96341.547,95904.992,1689666.3,17.538292,.96341544,.00030773983,.0091039762,70,2,2,3,2013
1893,1320.655,.013119916,1252.5377,.98688006,95468.43,94842.164,1593761.3,16.694118,.95468432,.00054187502,.01320655,71,2,2,3,2013
1517,1384.3112,.013747955,1295.2758,.98625207,94215.891,93568.25,1498919.1,15.909409,.94215888,.00070586737,.013843112,72,2,2,3,2013
1369,1680.0585,.016660631,1548.1161,.98333937,92920.617,92146.563,1405350.9,15.124209,.92920619,.0010183824,.016800584,73,2,2,3,2013
1318,2200.3035,.021763602,1988.5947,.97823638,91372.5,90378.203,1313204.3,14.371985,.91372502,.0015676413,.022003034,74,2,2,3,2013
1226,1468.1892,.014574898,1302.7614,.98542511,89383.906,88732.523,1222826.1,13.680608,.89383906,.0012362006,.014681892,75,2,2,3,2013
1021,1665.0343,.016512871,1454.4727,.98348713,88081.148,87353.914,1134093.6,12.875554,.88081151,.0015269431,.016650343,76,2,2,3,2013
938,1492.5374,.014814815,1283.3582,.98518521,86626.672,85984.992,1046739.7,12.083342,.86626673,.0014867536,.014925374,77,2,2,3,2013
746,2144.7722,.021220161,1810.9988,.97877985,85343.313,84437.813,960754.69,11.257527,.85343313,.0022652883,.021447722,78,2,2,3,2013
616,2110.3896,.020883534,1744.45,.97911644,83532.313,82660.086,876316.88,10.490753,.8353231,.0023996376,.021103896,79,2,2,3,2013
511,3913.8943,.038387716,3139.6492,.96161228,81787.859,80218.031,793656.75,9.703845,.8178786,.0046766074,.039138943,80,2,2,3,2013
481,3534.3035,.034729317,2731.3987,.9652707,78648.211,77282.508,713438.75,9.0712652,.7864821,.0045867832,.035343036,81,2,2,3,2013
412,5339.8057,.052009456,3948.3921,.94799054,75916.813,73942.617,636156.25,8.3796492,.75916815,.0072189192,.053398058,82,2,2,3,2013
340,5000,.048780486,3510.6545,.9512195,71968.422,70213.094,562213.63,7.8119488,.71968424,.0070823538,.049999997,83,2,2,3,2013
281,4982.2065,.048611112,3327.8081,.9513889,68457.766,66793.859,492000.53,7.1869206,.68457764,.0071857725,.049822066,84,2,2,3,2013
262,6488.5498,.062846579,4093.1951,.9371534,65129.957,63083.359,425206.66,6.5285878,.6512996,.0092959916,.064885497,85,2,2,3,2013
168,10119.048,.096317284,5878.895,.90368271,61036.762,58097.313,362123.31,5.9328723,.6103676,.013981129,.10119048,86,2,2,3,2013
163,11656.441,.11014493,6075.3594,.88985509,55157.867,52120.188,304026,5.5119247,.5515787,.015026772,.11656442,87,2,2,3,2013
134,11194.03,.10600707,5203.0928,.8939929,49082.508,46480.961,251905.81,5.1322932,.49082509,.013003352,.1119403,88,2,2,3,2013
103,15533.98,.14414415,6324.9609,.85585582,43879.414,40716.934,205424.84,4.6815767,.43879414,.015575458,.15533982,89,2,2,3,2013
87,14942.528,.13903743,5221.4746,.86096257,37554.453,34943.715,164707.92,4.3858428,.37554452,.012244923,.14942528,90,2,2,3,2013
77,15584.416,.14457832,4674.6479,.85542166,32332.979,29995.654,129764.2,4.01337,.32332978,.010227551,.15584417,91,2,2,3,2013
77,19480.52,.17751479,4909.7627,.82248521,27658.33,25203.449,99768.547,3.6071789,.27658331,.0098236986,.19480519,92,2,2,3,2013
68,10294.117,.097902097,2227.1323,.90209788,22748.566,21635,74565.102,3.2777934,.22748566,.0039138715,.10294117,93,2,2,3,2013
42,21428.572,.1935484,3971.8906,.80645162,20521.434,18535.488,52930.098,2.5792592,.20521434,.0064782095,.21428573,94,2,2,3,2013
25,24000,.21428572,3546.3306,.78571427,16549.543,14776.378,34394.609,2.0782816,.16549543,.0048977197,.23999999,95,2,2,3,2013
19,47368.422,.38297874,4979.9541,.61702126,13003.213,10513.236,19618.232,1.5087219,.13003212,.0056335116,.47368425,96,2,2,3,2013
8,125000,.76923078,6171.7378,.23076922,8023.2588,4937.3896,9104.9951,1.1348251,.08023259,.0045544538,1.2500001,97,2,2,3,2013
5,20000,.18181819,336.6402,.81818181,1851.521,1683.2009,4167.6055,2.2509091,.018515211,.000061175597,.20000002,98,2,2,3,2013
8,50000,.40000001,605.95233,.60000002,1514.8809,1211.9047,2484.4045,1.64,.015148808,.000090403977,.5,99,2,2,3,2013
4,50000,.40000001,363.57141,.60000002,908.92853,727.14282,1272.5,1.4000001,.0090892855,.00003274568,.5,100,2,2,3,2013
1,100000,1,545.35712,0,545.35712,545.35712,545.35712,1,.0054535712,.000029579242,,102,2,2,3,2013
14,0,0,0,1,100000,100000,2001150.4,20.011503,1,0,0,65,2,2,,2013
27,0,0,0,1,100000,100000,1901150.4,19.011503,1,0,0,66,2,2,,2013
24,0,0,0,1,100000,100000,1801150.4,18.011503,1,0,0,67,2,2,,2013
25,0,0,0,1,100000,100000,1701150.4,17.011503,1,0,0,68,2,2,,2013
29,0,0,0,1,100000,100000,1601150.4,16.011503,1,0,0,69,2,2,,2013
26,3846.1538,.03773585,3773.585,.96226418,100000,98113.211,1501150.4,15.011504,1,0,.03846154,70,2,2,,2013
18,0,0,0,1,96226.414,96226.414,1403037.1,14.580582,.96226412,0,0,71,2,2,,2013
14,7142.8569,.068965517,6636.3042,.93103451,96226.414,92908.266,1306810.8,13.580583,.96226412,.0024097671,.071428567,72,2,2,,2013
22,0,0,0,1,89590.109,89590.109,1213902.5,13.549515,.89590108,0,0,73,2,2,,2013
19,0,0,0,1,89590.109,89590.109,1124312.4,12.549515,.89590108,0,0,74,2,2,,2013
25,4000,.039215688,3513.3376,.96078432,89590.109,87833.438,1034722.3,11.549515,.89590108,.0032766208,.039999999,75,2,2,,2013
55,3636.3635,.035714284,3074.1704,.96428573,86076.773,84539.688,946888.81,11.000515,.86076772,.00368429,.036363635,76,2,2,,2013
70,4285.7144,.041958041,3482.6267,.95804197,83002.602,81261.289,862349.13,10.389422,.83002603,.0049133878,.042857144,77,2,2,,2013
94,7446.8086,.071794875,5709.127,.92820513,79519.977,76665.414,781087.88,9.8225365,.79519975,.0092977183,.074468091,78,2,2,,2013
134,1492.5374,.014814815,1093.4941,.98518521,73810.852,73264.102,704422.44,9.5436163,.73810852,.0021137716,.014925374,79,2,2,,2013
154,3246.7532,.031948879,2323.238,.96805114,72717.359,71555.742,631158.31,8.6796103,.72717357,.0046091224,.032467529,80,2,2,,2013
134,7462.6865,.071942449,5064.3257,.92805755,70394.125,67861.961,559602.63,7.9495645,.70394123,.010554458,.07462687,81,2,2,,2013
122,7377.0493,.07114625,4647.9702,.92885375,65329.801,63005.816,491740.63,7.5270491,.65329802,.01052764,.073770493,82,2,2,,2013
193,6735.7515,.065162912,3954.2048,.9348371,60681.832,58704.73,428734.81,7.0652914,.60681832,.0094343312,.067357518,83,2,2,,2013
123,8130.0815,.078125,4431.8462,.921875,56727.629,54511.707,370030.09,6.5229254,.5672763,.010879026,.081300817,84,2,2,,2013
124,6451.6128,.0625,3268.4863,.9375,52295.781,50661.539,315518.38,6.0333428,.5229578,.008153989,.064516127,85,2,2,,2013
127,9448.8193,.09022557,4423.5156,.90977442,49027.297,46815.539,264856.84,5.4022322,.49027297,.011054604,.094488189,86,2,2,,2013
110,20909.092,.18930042,8443.5146,.81069958,44603.781,40382.023,218041.3,4.8884039,.4460378,.020862916,.20909092,87,2,2,,2013
190,12105.263,.11414392,4127.4741,.88585609,36160.266,34096.527,177659.28,4.9131079,.36160266,.0095281173,.12105262,88,2,2,,2013
150,14666.667,.13664597,4377.1519,.86335403,32032.791,29844.215,143562.75,4.4817433,.32032791,.0095298449,.14666668,89,2,2,,2013
129,18604.65,.17021276,4707.3428,.82978725,27655.639,25301.967,113718.54,4.1119475,.27655637,.0094181187,.18604651,90,2,2,,2013
90,23333.334,.20895523,4795.1665,.79104477,22948.297,20550.713,88416.57,3.8528597,.22948296,.008478839,.23333333,91,2,2,,2013
86,18604.65,.17021276,3089.8945,.82978725,18153.131,16608.184,67865.859,3.7385209,.18153131,.0045908941,.18604651,92,2,2,,2013
60,25000,.22222222,3347.386,.77777779,15063.236,13389.543,51257.672,3.4028325,.15063237,.0042827213,.25,93,2,2,,2013
38,18421.053,.16867469,1976.1675,.83132529,11715.851,10727.767,37868.129,3.2322133,.1171585,.0020439972,.18421052,94,2,2,,2013
23,17391.305,.16,1558.3494,.84000003,9739.6836,8960.5088,27140.363,2.7865756,.097396836,.0013699557,.17391305,95,2,2,,2013
31,25806.451,.22857143,1870.0192,.77142859,8181.334,7246.3242,18179.854,2.2221136,.081813343,.001404757,.25806451,96,2,2,,2013
17,47058.824,.38095239,2404.3105,.61904764,6311.3149,5109.1597,10933.53,1.7323697,.063113153,.001421666,.47058827,97,2,2,,2013
13,53846.152,.42424241,1657.517,.57575762,3907.0044,3078.2458,5824.3701,1.4907508,.039070044,.00062229112,.53846151,98,2,2,,2013
10,70000,.51851851,1166.4008,.48148149,2249.4873,1666.2869,2746.1245,1.220778,.022494873,.00025647818,.69999993,99,2,2,,2013
2,100000,.66666669,722.05774,.33333331,1083.0865,722.05768,1079.8375,.99700022,.010830865,.000077358069,1.0000001,100,2,2,,2013
9,44444.445,.36363637,131.2832,.63636363,361.02881,295.38721,357.77988,.99100089,.003610288,4.7225903e-06,.44444445,101,2,2,,2013
5,240000,1.0909091,250.63158,-.090909123,229.74561,104.42982,62.392654,.2715728,.0022974561,5.7449215e-06,2.4000001,102,2,2,,2013
34,50000,.40000001,-8.3543882,.60000002,-20.885971,-16.708776,-42.037163,2.0126984,-.00020885971,1.7452596e-08,.5,103,2,2,,2013
15,33333.332,.28571427,-3.580452,.71428573,-12.531583,-10.741357,-25.328384,2.0211639,-.00012531583,4.4874353e-09,.33333331,104,2,2,,2013
10,70000,.51851851,-4.6413269,.48148149,-8.9511309,-6.6304674,-14.587029,1.6296297,-.000089511312,4.1548849e-09,.69999993,105,2,2,,2013
5,60000,.46153846,-1.9891403,.53846157,-4.309804,-3.3152337,-7.9565611,1.8461539,-.00004309804,8.5731744e-10,.59999996,106,2,2,,2013
2,0,0,0,1,-2.3206637,-2.3206637,-4.6413274,2,-.000023206638,0,0,107,2,2,,2013
4,0,0,0,1,-2.3206637,-2.3206637,-2.3206637,1,-.000023206638,0,0,108,2,2,,2013
1,0,1,-2.3206637,0,-2.3206637,,,,-.000023206638,5.3856053e-10,,109,2,2,,2013
1285,311.28406,.0031117422,310.42526,.99688828,100000,99724.109,2121351,21.213511,1,0,.0031053459,65,2,3,1,2013
1541,1103.1798,.010979714,1094.563,.98902029,99689.578,99065.68,2021626.9,20.279221,.99689579,.00003387206,.011031797,66,2,3,1,2013
1823,713.11023,.0071082916,700.8421,.99289173,98595.016,98209.555,1922561.1,19.499577,.98595017,.00009708367,.007131102,67,2,3,1,2013
2016,992.06348,.0098745925,966.66504,.99012542,97894.172,97381.836,1824351.6,18.635958,.97894174,.00019927618,.0099206343,68,2,3,1,2013
2104,570.34222,.0056872042,551.24652,.99431282,96927.508,96651.883,1726969.8,17.817127,.96927506,.00016416628,.0057034222,69,2,3,1,2013
2164,1663.5859,.016498625,1590.0758,.98350137,96376.258,95581.219,1630317.9,16.916178,.96376258,.00055532233,.016635859,70,2,3,1,2013
2282,1139.3514,.011328976,1073.8303,.988671,94786.18,94249.266,1534736.6,16.191565,.94786179,.00053068495,.011393514,71,2,3,1,2013
2349,1447.4244,.014370245,1346.6694,.98562974,93712.352,93039.016,1440487.4,15.371371,.93712354,.00079349824,.014474244,72,2,3,1,2013
2485,1247.4849,.01239752,1145.1053,.98760247,92365.68,91793.125,1347448.4,14.588193,.92365682,.00080746989,.012474849,73,2,3,1,2013
2738,1862.6735,.018454857,1683.4628,.98154515,91220.578,90378.844,1255655.3,13.765044,.91220576,.0013482249,.018626735,74,2,3,1,2013
2806,2209.551,.021854071,1956.7505,.97814596,89537.117,88558.742,1165276.4,13.01445,.8953712,.0018331156,.022095509,75,2,3,1,2013
2723,2460.5215,.024306186,2128.7446,.97569382,87580.367,86515.992,1076717.6,12.294052,.87580365,.00231547,.024605215,76,2,3,1,2013
2804,2781.7405,.027435808,2344.4343,.97256422,85451.625,84279.406,990201.69,11.587863,.85451627,.0029145591,.027817404,77,2,3,1,2013
2771,3031.3967,.029861359,2481.6936,.97013867,83107.188,81866.344,905922.25,10.900649,.83107185,.003484085,.030313967,78,2,3,1,2013
2720,3676.4707,.036101084,2910.6677,.9638989,80625.492,79170.156,824055.94,10.220786,.80625492,.0045466935,.036764707,79,2,3,1,2013
2755,4900.1816,.047829941,3717.0957,.95217007,77714.828,75856.281,744885.75,9.5848598,.77714831,.0064375941,.04900182,80,2,3,1,2013
2904,4855.3721,.047402926,3507.7092,.95259708,73997.734,72243.883,669029.5,9.0412159,.73997736,.0067492137,.04855372,81,2,3,1,2013
2989,4851.1206,.047362402,3338.5769,.95263761,70490.023,68820.734,596785.63,8.4662428,.70490021,.0069447705,.048511207,82,2,3,1,2013
3030,5247.5249,.051133625,3433.6968,.94886637,67151.445,65434.598,527964.88,7.8623009,.67151445,.0075741443,.052475248,83,2,3,1,2013
2871,6617.9033,.064059339,4081.717,.93594068,63717.75,61676.891,462530.28,7.2590494,.63717753,.0094362088,.06617903,84,2,3,1,2013
2904,6577.1348,.063677281,3797.4604,.93632269,59636.031,57737.301,400853.38,6.721664,.59636033,.0091410447,.065771356,85,2,3,1,2013
2680,8955.2236,.085714281,4786.1631,.91428572,55838.57,53445.488,343116.09,6.1447864,.55838573,.011802252,.089552239,86,2,3,1,2013
2553,9557.3838,.091214955,4656.7432,.90878505,51052.406,48724.035,289670.59,5.673985,.51052403,.0116367,.095573843,87,2,3,1,2013
2373,10155.921,.096651293,4484.2012,.90334868,46395.664,44153.563,240946.56,5.1932993,.46395665,.011152247,.10155921,88,2,3,1,2013
2182,13198.9,.12381771,5189.3813,.87618232,41911.461,39316.77,196793,4.695446,.41911462,.012633941,.131989,89,2,3,1,2013
1902,16035.752,.14845461,5451.5615,.85154539,36722.078,33996.297,157476.23,4.2883258,.36722079,.012667777,.16035751,90,2,3,1,2013
1581,19987.35,.18171363,5682.2788,.81828636,31270.516,28429.377,123479.93,3.9487653,.31270516,.01221239,.19987349,91,2,3,1,2013
1577,18199.111,.16681197,4268.4243,.83318806,25588.236,23454.023,95050.555,3.7146192,.25588235,.0081273597,.18199113,92,2,3,1,2013
1315,22053.232,.19863014,4234.7573,.80136985,21319.813,19202.434,71596.531,3.3582158,.21319813,.0071035805,.22053233,93,2,3,1,2013
819,25030.525,.22246338,3800.7991,.77753663,17085.055,15184.655,52394.098,3.0666625,.17085055,.0053842361,.25030527,94,2,3,1,2013
596,28523.49,.24963289,3316.1873,.75036711,13284.256,11626.162,37209.445,2.8010185,.13284256,.0038200954,.2852349,95,2,3,1,2013
526,27566.539,.24227235,2414.9873,.75772762,9968.0684,8760.5742,25583.281,2.5665236,.099680685,.0021673171,.2756654,96,2,3,1,2013
353,36543.91,.30898204,2333.7664,.69101799,7553.0811,6386.1978,16822.707,2.2272642,.075530812,.0016295736,.36543909,97,2,3,1,2013
237,39662.445,.3309859,1727.5195,.6690141,5219.3145,4355.5547,10436.51,1.999594,.052193146,.00085458701,.39662448,98,2,3,1,2013
172,46511.629,.3773585,1317.6584,.6226415,3491.7949,2832.9658,6080.9551,1.7414984,.034917951,.00044403362,.46511626,99,2,3,1,2013
115,55652.176,.43537417,946.56287,.56462586,2174.1365,1700.855,3247.9895,1.4939216,.021741364,.0002013214,.55652177,100,2,3,1,2013
56,58928.57,.45517242,558.75763,.54482758,1227.5736,948.19482,1547.1345,1.2603191,.012275736,.000067749599,.58928567,101,2,3,1,2013
30,23333.334,.20895523,139.75259,.79104477,668.81598,598.9397,598.9397,.89552242,.0066881599,9.2843638e-06,.23333333,102,2,3,1,2013
0,,1,529.06335,0,529.06335,,,,.0052906335,.000027842714,,103,2,3,1,2013
9214,206.20795,.0020615973,205.83104,.99793839,100000,99817.219,2248061.3,22.480612,1,0,.002058791,65,2,3,2,2013
8947,637.08508,.0063534458,634.03687,.99364656,99794.172,99432.773,2148244,21.526749,.99794173,.000013023315,.0063708508,66,2,3,2,2013
8854,553.42218,.0055204737,547.41089,.99447954,99160.133,98859.055,2048811.3,20.661642,.99160135,.000045589008,.0055342219,67,2,3,2,2013
8683,852.23999,.008488399,837.06409,.99151158,98612.719,98169.078,1949952.1,19.77384,.9861272,.00011451328,.0085223997,68,2,3,2,2013
8366,657.42291,.0065526897,640.69354,.9934473,97775.656,97455.313,1851783.1,18.939102,.97775656,.00013934232,.0065742293,69,2,3,2,2013
7712,894.70953,.0089072483,865.2052,.99109274,97134.961,96702.359,1754327.8,18.060724,.9713496,.00024078279,.0089470949,70,2,3,2,2013
6776,855.96222,.0085231448,820.52106,.99147683,96269.758,95859.5,1657625.4,17.218548,.96269757,.00029465702,.0085596219,71,2,3,2,2013
5857,1246.3718,.012386527,1182.2845,.9876135,95449.234,94858.094,1561765.9,16.362267,.95449233,.00051354564,.012463719,72,2,3,2,2013
5425,1437.788,.014275256,1345.6848,.98572475,94266.953,93594.109,1466907.8,15.561209,.94266951,.00072725792,.014377879,73,2,3,2,2013
5343,1497.2861,.014861601,1380.9589,.98513842,92921.266,92230.789,1373313.8,14.779326,.92921263,.00090834661,.014972862,74,2,3,2,2013
5072,1656.1514,.016425498,1503.5951,.98357451,91540.305,90788.508,1281082.9,13.994741,.91540307,.0011643884,.016561514,75,2,3,2,2013
4665,1543.4083,.01531589,1378.9924,.98468411,90036.711,89347.211,1190294.4,13.2201,.90036708,.0012370417,.015434084,76,2,3,2,2013
4351,2206.3894,.021823142,1934.7899,.97817683,88657.719,87690.32,1100947.1,12.41795,.88657719,.0019455876,.022063892,77,2,3,2,2013
3958,2652.855,.026181275,2270.5168,.97381872,86722.93,85587.672,1013256.9,11.683841,.86722928,.0026143333,.02652855,78,2,3,2,2013
3786,2297.9397,.02271837,1918.6212,.97728163,84452.414,83493.102,927669.19,10.984519,.84452415,.0025192094,.022979397,79,2,3,2,2013
3479,3564.2427,.035018358,2890.1978,.96498162,82533.789,81088.688,844176.06,10.228248,.82533789,.0041663721,.035642426,80,2,3,2,2013
3401,3557.7771,.034955945,2784.0171,.96504408,79643.594,78251.586,763087.38,9.5812778,.79643595,.0045136078,.035577774,81,2,3,2,2013
3313,4074.8567,.039934922,3069.3813,.96006507,76859.578,75324.891,684835.81,8.9102211,.76859576,.0054590884,.04074857,82,2,3,2,2013
3045,4958.9492,.048389681,3570.6841,.95161033,73790.195,72004.852,609510.94,8.2600536,.73790193,.0069057979,.049589492,83,2,3,2,2013
2825,6513.2744,.063078508,4429.3418,.93692148,70219.508,68004.836,537506.06,7.6546545,.70219505,.0092625134,.065132745,84,2,3,2,2013
2677,6723.9448,.065052405,4279.8086,.93494761,65790.164,63650.258,469501.25,7.136344,.65790164,.0096324394,.067239448,85,2,3,2,2013
2355,8025.4775,.0771586,4746.0527,.92284143,61510.355,59137.328,405850.97,6.5980916,.61510354,.011236336,.080254771,86,2,3,2,2013
2190,8401.8262,.080631025,4576.9639,.91936898,56764.305,54475.824,346713.66,6.1079521,.56764305,.011232987,.08401826,87,2,3,2,2013
1977,10622.154,.10086455,5263.8525,.89913547,52187.34,49555.414,292237.81,5.5997834,.52187341,.013134447,.10622154,88,2,3,2,2013
1673,10639.569,.10102157,4740.2842,.89897841,46923.488,44553.348,242682.41,5.171875,.46923488,.011805844,.10639569,89,2,3,2,2013
1385,12635.379,.1188455,5013.2837,.88115448,42183.203,39676.563,198129.06,4.6968708,.42183203,.012226886,.12635379,90,2,3,2,2013
1151,17810.6,.16354208,6078.8457,.83645791,37169.918,34130.496,158452.5,4.2629232,.37169918,.014196469,.178106,91,2,3,2,2013
992,17439.516,.16040798,4987.2559,.83959204,31091.072,28597.445,124322.01,3.9986401,.31091073,.01068496,.17439516,92,2,3,2,2013
784,17219.389,.15854375,4138.5972,.84145623,26103.816,24034.518,95724.563,3.6670716,.26103815,.0079832384,.17219388,93,2,3,2,2013
564,19680.852,.17917676,3935.6567,.82082325,21965.219,19997.391,71690.039,3.263798,.21965219,.0067459168,.19680852,94,2,3,2,2013
347,24207.492,.2159383,3893.2732,.78406167,18029.563,16082.926,51692.652,2.8671052,.18029563,.0057538343,.24207494,95,2,3,2,2013
237,36708.859,.31016043,4384.5176,.6898396,14136.289,11944.03,35609.727,2.5190294,.14136289,.0053219022,.36708862,96,2,3,2,2013
163,38036.809,.31958762,3116.5454,.68041241,9751.7715,8193.499,23665.695,2.4268098,.097517714,.0027428095,.38036808,97,2,3,2,2013
118,38983.051,.32624114,2164.6836,.67375886,6635.2261,5552.8843,15472.195,2.3318264,.066352263,.0013410138,.3898305,98,2,3,2,2013
64,68750,.51162791,2287.2544,.48837209,4470.5425,3326.9153,9919.3115,2.218816,.044705424,.00097681431,.68750006,99,2,3,2,2013
36,44444.445,.36363637,793.92297,.63636363,2183.2881,1786.3267,6592.396,3.0194807,.021832881,.00016955183,.44444448,100,2,3,2,2013
39,51282.051,.40816325,567.08777,.59183675,1389.3651,1105.8213,4806.0693,3.4591839,.013893651,.000077694523,.51282048,101,2,3,2,2013
18,22222.223,1,822.27734,0,822.27734,3700.248,3700.248,4.5,.0082227737,.000067058034,,102,2,3,2,2013
5122,214.75986,.0021470757,214.35104,.99785292,100000,99809.641,2335054.5,23.350546,1,0,.0021440317,65,2,3,3,2013
4906,489.1969,.0048817,487.1236,.99511832,99785.648,99507.984,2235244.8,22.400463,.9978565,.000010419124,.0048919688,66,2,3,3,2013
4617,454.84082,.0045391177,450.72769,.99546087,99298.523,99050.625,2135736.8,21.508244,.99298525,.000031395637,.0045484086,67,2,3,3,2013
4305,696.86414,.0069458918,686.58612,.99305409,98847.797,98483.906,2036686.1,20.604263,.98847795,.000078197329,.0069686417,68,2,3,3,2013
4216,830.17078,.0082673915,811.53717,.9917326,98161.211,97755.445,1938202.3,19.745092,.98161209,.00014648082,.0083017079,69,2,3,3,2013
3893,744.92682,.0074216253,722.4928,.99257839,97349.672,96988.422,1840446.9,18.905527,.97349674,.00018640922,.0074492684,70,2,3,3,2013
3392,825.47168,.0082207862,794.35138,.99177921,96627.18,96230.008,1743458.4,18.043146,.96627182,.00025888384,.0082547162,71,2,3,3,2013
2608,651.84052,.0064972294,622.64789,.9935028,95832.828,95521.508,1647228.4,17.18856,.95832831,.00024865544,.0065184054,72,2,3,3,2013
2190,730.59363,.0072793448,693.06775,.99272066,95210.18,94863.648,1551706.9,16.297699,.95210183,.0003160662,.0073059364,73,2,3,3,2013
2185,1144.1648,.011376564,1075.28,.98862344,94517.109,93979.469,1456843.3,15.41354,.94517112,.00055723888,.011441648,74,2,3,3,2013
1867,1017.6754,.010125233,946.12024,.98987478,93441.828,92968.766,1362863.8,14.585157,.93441826,.0005797898,.010176754,75,2,3,3,2013
1746,1546.3917,.015345268,1419.3715,.98465472,92495.711,91786.023,1269895,13.729231,.9249571,.00098520657,.015463917,76,2,3,3,2013
1591,2199.8743,.021759402,1981.7666,.97824061,91076.336,90085.453,1178109,12.935402,.91076338,.00161065,.021998743,77,2,3,3,2013
1382,2170.7671,.021474589,1913.2693,.9785254,89094.57,88137.938,1088023.5,12.212007,.89094573,.0018589599,.021707671,78,2,3,3,2013
1275,2823.5293,.027842226,2427.3215,.97215778,87181.305,85967.641,999885.56,11.469036,.87181306,.0027126544,.028235292,79,2,3,3,2013
1184,2956.0811,.029130254,2468.905,.97086972,84753.984,83519.531,913917.94,10.783186,.84753984,.0031902217,.02956081,80,2,3,3,2013
1023,2834.7996,.027951807,2300.0166,.97204816,82285.078,81135.07,830398.44,10.091725,.82285076,.003352674,.028347995,81,2,3,3,2013
906,4083.8853,.040021636,3201.1331,.95997834,79985.063,78384.492,749263.31,9.3675404,.79985064,.0051246807,.040838856,82,2,3,3,2013
865,4046.2427,.039660055,3045.2549,.96033996,76783.93,75261.305,670878.88,8.7372303,.76783931,.0054285354,.040462427,83,2,3,3,2013
657,5175.0381,.050445106,3719.7551,.94955492,73738.672,71878.797,595617.56,8.0774107,.7373867,.0072032148,.051750384,84,2,3,3,2013
