population,_Rx,_qx,_dx,_px,_lx,_Lx,_Tx,_ExpYL,_Surv,_SurvVar,_HRate,age,sex,level_income,neighborhood_deprivation,year
3806,1182.3436,.01175395,1108.6791,.98824602,94323.953,93769.617,1466010,15.542288,.94323951,.00059357274,.011823436,74,2,4,1,2011
3579,1033.8083,.01028492,958.71167,.9897151,93215.273,92735.914,1372240.4,14.721197,.93215275,.00060632761,.010338084,75,2,4,1,2011
3242,1418.8772,.014088821,1299.7861,.98591119,92256.563,91606.672,1279504.5,13.86898,.92256564,.00092854491,.014188772,76,2,4,1,2011
2954,1929.587,.019111484,1738.319,.98088849,90956.773,90087.617,1187897.9,13.060026,.90956771,.0014298419,.019295871,77,2,4,1,2011
2892,1313.9696,.013053934,1164.6519,.98694605,89218.453,88636.125,1097810.3,12.304745,.89218456,.0011202934,.013139697,78,2,4,1,2011
2887,2216.834,.021925315,1930.6074,.97807467,88053.805,87088.5,1009174.1,11.460879,.88053805,.0020308213,.022168338,79,2,4,1,2011
2831,2825.8567,.027864857,2399.8105,.97213513,86123.195,84923.289,922085.56,10.706588,.86123198,.0028680486,.028258568,80,2,4,1,2011
2615,3326.96,.032725222,2739.8662,.96727479,83723.383,82353.453,837162.31,9.9991455,.83723384,.0037337074,.033269599,81,2,4,1,2011
2549,3766.1829,.036965732,2993.615,.96303427,80983.516,79486.711,754808.88,9.3205252,.80983514,.0046102325,.037661832,82,2,4,1,2011
2361,4193.1387,.04107032,3203.0701,.95892966,77989.898,76388.367,675322.13,8.6590977,.779899,.0054982798,.041931387,83,2,4,1,2011
2238,4602.3237,.044987991,3364.5093,.95501202,74786.828,73104.57,598933.75,8.0085459,.7478683,.0063441624,.046023238,84,2,4,1,2011
2159,6391.8481,.06193896,4423.8242,.93806106,71422.32,69210.406,525829.19,7.3622527,.71422321,.0090293977,.063918479,85,2,4,1,2011
2041,6859.3828,.066319279,4443.2925,.93368071,66998.5,64776.855,456618.78,6.8153582,.669985,.0098243458,.06859383,86,2,4,1,2011
1909,8800.4189,.084295034,5273.0933,.91570497,62555.207,59918.66,391841.94,6.263938,.62555206,.012351518,.088004194,87,2,4,1,2011
1676,10202.864,.097076356,5560.7388,.90292364,57282.113,54501.742,331923.28,5.7945361,.57282114,.013606966,.10202864,88,2,4,1,2011
1444,12119.113,.11426706,5910.0493,.88573295,51721.375,48766.352,277421.53,5.3637695,.51721376,.014757612,.12119114,89,2,4,1,2011
1425,11438.597,.10819781,4956.6851,.89180219,45811.324,43332.98,228655.19,4.9912372,.45811325,.012304747,.11438597,90,2,4,1,2011
1243,15687.852,.1454681,5943.0469,.85453188,40854.641,37883.117,185322.2,4.5361362,.40854642,.014360555,.1568785,91,2,4,1,2011
895,14525.14,.13541667,4727.6118,.86458331,34911.594,32547.787,147439.09,4.2232127,.34911594,.010742742,.14525141,92,2,4,1,2011
699,19599.428,.17850164,5387.8901,.82149839,30183.982,27490.037,114891.3,3.8063667,.30183983,.011354038,.19599429,93,2,4,1,2011
595,20000,.18181819,4508.3804,.81818181,24796.092,22541.902,87401.266,3.5248001,.24796093,.0084070619,.2,94,2,4,1,2011
427,29976.58,.26069245,5288.853,.73930752,20287.711,17643.285,64859.363,3.1969779,.2028771,.0085530262,.2997658,95,2,4,1,2011
315,26666.666,.23529412,3529.1428,.7647059,14998.857,13234.286,47216.078,3.1479783,.14998858,.0044993749,.26666665,96,2,4,1,2011
246,23170.732,.20765027,2381.6895,.7923497,11469.715,10278.87,33981.793,2.9627409,.11469715,.0024184084,.23170732,97,2,4,1,2011
168,32142.857,.27692309,2516.6841,.72307694,9088.0254,7829.6836,23702.922,2.6081488,.090880252,.0020793104,.3214286,98,2,4,1,2011
106,35849.055,.30399999,1997.6877,.69599998,6571.3413,5572.4976,15873.238,2.415525,.065713413,.0012264836,.35849056,99,2,4,1,2011
54,42592.594,.35114506,1606.0157,.64885497,4573.6533,3770.6455,10300.74,2.2521908,.045736533,.00070094079,.42592594,100,2,4,1,2011
39,30769.23,.26666665,791.37,.73333335,2967.6377,2571.9526,6530.0947,2.2004354,.029676378,.00022788046,.30769229,101,2,4,1,2011
19,57894.738,.44897959,977.09973,.55102038,2176.2676,1687.7178,3958.1423,1.8187755,.021762677,.00020801538,.57894737,102,2,4,1,2011
13,30769.23,.26666665,319.77808,.73333335,1199.1678,1039.2788,2270.4246,1.8933334,.011991679,.000037886919,.30769229,103,2,4,1,2011
6,50000,.40000001,351.75592,.60000002,879.38977,703.51184,1231.1458,1.4000001,.0087938979,.000030661035,.5,104,2,4,1,2011
5,0,0,0,1,527.63385,527.63385,527.63385,1,.0052763387,0,0,105,2,4,1,2011
0,,,,,527.63385,,0,,.0052763387,,,106,2,4,1,2011
1,0,1,,0,,,,,,,,109,2,4,1,2011
3653,136.87381,.0013685257,136.70773,.99863148,100000,99878.664,2316377,23.163771,1,0,.0013672893,65,2,4,2,2011
3344,299.04306,.0029865901,298.2507,.99701339,99863.289,99693.289,2216498.3,22.195326,.99863291,4.0717882e-06,.0029904305,66,2,4,2,2011
3216,435.32339,.0043447227,432.58249,.9956553,99565.039,99327.117,2116805,21.260525,.99565041,.000018733723,.0043532341,67,2,4,2,2011
3068,586.70142,.0058508804,580.01215,.99414915,99132.453,98825.047,2017477.9,20.351336,.99132454,.000049882161,.0058670142,68,2,4,2,2011
2699,555.76141,.0055422136,546.19867,.99445778,98552.438,98279.336,1918652.9,19.468346,.98552436,.000077921242,.0055576144,69,2,4,2,2011
2452,367.0473,.0036637492,359.07028,.99633622,98006.242,97826.711,1820373.5,18.574057,.98006243,.000070162576,.0036704729,70,2,4,2,2011
2322,861.32642,.0085763289,837.45428,.99142367,97647.172,97228.445,1722546.8,17.640518,.97647172,.00019240259,.0086132642,71,2,4,2,2011
2298,1131.4186,.011250541,1089.1616,.98874944,96809.719,96265.141,1625318.4,16.788794,.96809721,.0003363876,.011314185,72,2,4,2,2011
2202,953.67847,.0094915256,908.53412,.9905085,95720.555,95266.289,1529053.3,15.974137,.95720553,.00037216372,.0095367851,73,2,4,2,2011
2077,1492.5374,.014814815,1404.6227,.98518521,94812.023,94109.711,1433786.9,15.122416,.94812024,.00069090934,.014925375,74,2,4,2,2011
2007,797.20978,.007940447,741.69647,.99205953,93407.398,93036.547,1339677.3,14.342303,.93407398,.00045673503,.007972098,75,2,4,2,2011
1764,1757.3696,.017420623,1614.2943,.98257935,92665.703,91858.555,1246640.6,13.453096,.92665702,.0010971355,.017573696,76,2,4,2,2011
1669,1677.6512,.016636956,1514.8182,.98336303,91051.406,90294,1154782.1,12.682749,.91051406,.0012342468,.016776511,77,2,4,2,2011
1724,2088.167,.020665901,1850.3542,.97933412,89536.586,88611.406,1064488.1,11.888862,.89536583,.0017335202,.020881671,78,2,4,2,2011
1621,2776.0642,.027380591,2400.9009,.97261941,87686.234,86485.781,975876.69,11.129189,.87686235,.0025923674,.027760642,79,2,4,2,2011
1555,3279.7427,.032268267,2752.01,.96773171,85285.336,83909.328,889390.94,10.428415,.85285336,.0034536214,.032797426,80,2,4,2,2011
1437,3409.8816,.033527195,2767.1111,.9664728,82533.328,81149.773,805481.63,9.7594709,.8253333,.003989019,.034098815,81,2,4,2,2011
1384,4552.0229,.044507239,3550.1741,.95549273,79766.219,77991.133,724331.81,9.0806837,.7976622,.0057298825,.045520227,82,2,4,2,2011
1319,4094.0105,.040118869,3057.7017,.95988113,76216.047,74687.195,646340.69,8.4803753,.76216048,.0055427533,.040940106,83,2,4,2,2011
1263,6096.5952,.059162501,4328.2305,.9408375,73158.344,70994.227,571653.5,7.813921,.73158342,.0084993085,.060965948,84,2,4,2,2011
1117,7341.0923,.070811749,4873.9805,.92918825,68830.109,66393.117,500659.28,7.2738409,.68830109,.010456769,.073410928,85,2,4,2,2011
1109,7844.9053,.075488068,4827.9248,.92451191,63956.129,61542.168,434266.16,6.7900634,.6395613,.011129459,.078449056,86,2,4,2,2011
965,6735.7515,.065162912,3852.9658,.9348371,59128.203,57201.719,372724,6.3036585,.59128201,.0093113696,.067357518,87,2,4,2,2011
900,11111.111,.10526316,5818.4463,.89473683,55275.238,52366.016,315522.28,5.7082028,.55275238,.014384199,.11111111,88,2,4,2,2011
750,11200,.10606061,5245.4175,.89393938,49456.793,46834.086,263156.25,5.3209324,.49456793,.013111996,.112,89,2,4,2,2011
743,12516.823,.11779607,5207.9263,.88220394,44211.375,41607.41,216322.17,4.8929076,.44211376,.012845308,.12516823,90,2,4,2,2011
665,10225.563,.097281829,3794.3269,.90271819,39003.449,37106.285,174714.77,4.4794698,.3900345,.0090269912,.10225563,91,2,4,2,2011
399,15538.847,.14418605,5076.6641,.85581398,35209.121,32670.789,137608.47,3.9083188,.35209122,.011581038,.15538847,92,2,4,2,2011
332,22891.566,.2054054,6189.3691,.79459459,30132.457,27037.773,104937.69,3.4825466,.30132458,.01303036,.22891565,93,2,4,2,2011
258,24031.008,.21453287,5136.5791,.78546715,23943.088,21374.799,77899.914,3.253545,.23943087,.0093539022,.24031006,94,2,4,2,2011
192,27083.334,.23853211,4485.9561,.76146787,18806.508,16563.529,56525.113,3.0056145,.18806508,.0068499027,.27083334,95,2,4,2,2011
170,21176.471,.19148937,2742.2334,.80851066,14320.552,12949.436,39961.586,2.7905061,.14320552,.0033646575,.21176471,96,2,4,2,2011
70,54285.715,.42696631,4943.5518,.57303369,11578.318,9106.543,27012.148,2.332994,.11578318,.0050610816,.54285717,97,2,4,2,2011
74,35135.137,.2988506,1982.804,.7011494,6634.7666,5643.3647,17905.605,2.6987543,.066347666,.0012282608,.35135138,98,2,4,2,2011
43,32558.139,.28,1302.5496,.72000003,4651.9629,4000.688,12262.241,2.6359284,.04651963,.00057775312,.32558137,99,2,4,2,2011
23,30434.783,.26415095,884.75073,.73584902,3349.4133,2907.0381,8261.5537,2.4665673,.033494134,.00028641394,.30434784,100,2,4,2,2011
16,37500,.31578946,778.31445,.68421054,2464.6626,2075.5054,5354.5156,2.1725147,.024646627,.00018710035,.37499997,101,2,4,2,2011
9,22222.223,.2,337.26962,.80000001,1686.3481,1517.7134,3279.0103,1.9444444,.016863482,.000055916287,.22222222,102,2,4,2,2011
3,66666.664,.5,674.53925,.5,1349.0785,1011.8088,1761.2969,1.3055556,.013490785,.00008977297,.66666669,103,2,4,2,2011
2,100000,.66666669,449.69284,.33333331,674.53925,449.69281,749.48798,1.111111,.0067453925,.000030128935,1,104,2,4,2,2011
1,100000,.66666669,149.89761,.33333331,224.84641,149.8976,299.79517,1.3333331,.0022484642,3.3628160e-06,1.0000001,105,2,4,2,2011
1,0,0,0,1,74.948792,74.948792,149.89758,2,.0007494879,0,0,106,2,4,2,2011
1,0,0,0,1,74.948792,74.948792,74.948792,1,.0007494879,0,0,107,2,4,2,2011
1,0,1,74.948792,0,74.948792,,,,.0007494879,5.6131108e-07,,108,2,4,2,2011
3109,160.82341,.0016079409,160.59413,.99839205,100000,99857.438,2256160,22.5616,1,0,.0016062339,65,2,4,3,2011
2920,479.45206,.0047846562,477.69724,.99521536,99839.406,99567.117,2156302.5,21.59771,.99839407,7.6591532e-06,.0047945203,66,2,4,3,2011
2855,420.31525,.0041952175,416.84399,.99580479,99361.711,99132.445,2056735.5,20.699478,.99361712,.000026436835,.0042031524,67,2,4,3,2011
2577,776.09625,.007732756,765.11652,.99226725,98944.867,98539.352,1957603,19.784786,.98944867,.000079878184,.0077609625,68,2,4,3,2011
2399,541.89246,.0054042819,530.59106,.99459571,98179.75,97914.453,1859063.6,18.935307,.98179752,.000094822739,.0054189246,69,2,4,3,2011
2138,1122.5444,.01116279,1090.0371,.98883718,97649.156,97104.141,1761149.3,18.035479,.97649157,.00025022656,.011225444,70,2,4,3,2011
2137,935.89142,.0093153231,899.47937,.99068469,96559.117,96109.375,1664045.1,17.233433,.96559119,.00029885062,.0093589136,71,2,4,3,2011
2112,1278.4091,.012702893,1215.1542,.98729712,95659.641,95052.063,1567935.8,16.390776,.95659643,.00050452835,.012784091,72,2,4,3,2011
2048,1025.3906,.010201603,963.48517,.98979843,94444.484,93962.742,1472883.6,15.595232,.94444484,.00050552899,.010253906,73,2,4,3,2011
1919,1146.4304,.011398964,1065.5865,.98860103,93481,92948.203,1378920.9,14.750814,.93480998,.00064937136,.011464304,74,2,4,3,2011
1939,1392.4703,.013828425,1277.9596,.9861716,92415.414,91776.438,1285972.6,13.915132,.92415416,.0008957634,.013924703,75,2,4,3,2011
1820,1703.2968,.016889131,1539.2323,.98311085,91137.453,90367.836,1194196.3,13.103244,.91137451,.0012432536,.017032966,76,2,4,3,2011
1889,1799.8942,.017838405,1598.2893,.98216158,89598.219,88799.07,1103828.4,12.319758,.89598221,.0014895753,.017998941,77,2,4,3,2011
1755,2108.2622,.020862702,1835.9164,.9791373,87999.93,87081.969,1015029.3,11.534433,.87999928,.0019387377,.021082623,78,2,4,3,2011
1789,2738.9602,.027019575,2328.115,.97298044,86164.016,84999.961,927947.38,10.769547,.86164016,.0027754949,.027389601,79,2,4,3,2011
1692,2836.8794,.027972028,2345.0601,.97202796,83835.898,82663.367,842947.44,10.054731,.838359,.0031778656,.028368793,80,2,4,3,2011
1685,3738.8723,.036702592,2990.9248,.96329743,81490.836,79995.375,760284.06,9.3296881,.81490839,.004511293,.037388723,81,2,4,3,2011
1673,4303.646,.0421299,3307.1936,.95787013,78499.914,76846.32,680288.69,8.6661072,.78499913,.0055817324,.043036461,82,2,4,3,2011
1589,5789.8047,.056269109,4231.0273,.94373089,75192.719,73077.203,603442.38,8.0252771,.7519272,.0078922492,.057898045,83,2,4,3,2011
1424,5056.1797,.049315069,3499.4805,.95068491,70961.688,69211.945,530365.13,7.4739642,.7096169,.0072110561,.050561797,84,2,4,3,2011
1351,7475.9438,.072065644,4861.707,.92793435,67462.203,65031.352,461153.19,6.8357267,.67462206,.010671794,.074759439,85,2,4,3,2011
1263,8313.5391,.079817556,4996.6187,.92018247,62600.496,60102.188,396121.84,6.327775,.62600493,.011698221,.083135389,86,2,4,3,2011
1141,9290.0967,.088777222,5113.9121,.91122276,57603.879,55046.922,336019.66,5.833282,.57603878,.012489099,.092900962,87,2,4,3,2011
1062,12241.055,.11535049,6054.7437,.88464952,52489.969,49462.598,280972.75,5.3528848,.52489966,.01509932,.12241055,88,2,4,3,2011
885,12429.379,.11702128,5433.9097,.88297874,46435.227,43718.273,231510.14,4.9856577,.46435228,.013515722,.12429379,89,2,4,3,2011
820,15487.805,.14374647,5893.7944,.8562535,41001.316,38054.418,187791.86,4.580142,.41001317,.014257228,.15487805,90,2,4,3,2011
725,14068.966,.13144331,4614.6489,.86855668,35107.523,32800.199,149737.45,4.26511,.35107523,.010513159,.14068966,91,2,4,3,2011
452,16592.92,.15321757,4672.0439,.84678245,30492.875,28156.854,116937.25,3.834904,.30492875,.0099022668,.1659292,92,2,4,3,2011
381,19422.572,.1770335,4571.1523,.82296652,25820.832,23535.256,88780.398,3.4383245,.25820833,.008755439,.19422573,93,2,4,3,2011
278,26618.705,.23492064,4991.9883,.76507938,21249.68,18753.686,65245.141,3.0704057,.2124968,.0083536888,.26618704,94,2,4,3,2011
231,29004.328,.25330812,4118.2051,.74669188,16257.691,14198.589,46491.453,2.859659,.16257691,.0056067575,.29004326,95,2,4,3,2011
164,29268.293,.25531915,3099.4434,.74468088,12139.486,10589.765,32292.865,2.6601508,.12139487,.0033058091,.29268295,96,2,4,3,2011
113,30973.451,.26819924,2424.5327,.73180079,9040.043,7827.7764,21703.102,2.4007742,.090400428,.0019936492,.30973452,97,2,4,3,2011
68,39705.883,.33128834,2191.6414,.66871166,6615.5103,5519.6895,13875.324,2.0973928,.066155106,.0013539656,.39705881,98,2,4,3,2011
32,50000,.40000001,1769.5477,.60000002,4423.8691,3539.0952,8355.6348,1.8887618,.04423869,.00074819353,.5,99,2,4,3,2011
26,42307.691,.34920633,926.90576,.65079367,2654.3213,2190.8684,4816.54,1.8146032,.026543213,.00023950014,.42307687,100,2,4,3,2011
8,50000,.40000001,690.96625,.60000002,1727.4155,1381.9324,2625.6714,1.5199999,.017274154,.00011729675,.50000006,101,2,4,3,2011
6,83333.336,.58823532,609.67603,.41176468,1036.4492,731.61121,1243.739,1.1999999,.010364492,.000062534898,.83333337,102,2,4,3,2011
5,60000,.46153846,196.97224,.53846157,426.77319,328.28708,512.12781,1.1999999,.0042677321,8.3703726e-06,.60000002,103,2,4,3,2011
4,50000,.40000001,91.92038,.60000002,229.80095,183.84076,183.84076,.80000001,.0022980096,2.1074850e-06,.5,104,2,4,3,2011
0,,1,137.88057,0,137.88057,,,,.0013788057,1.8984840e-06,,107,2,4,3,2011
2071,338.00098,.0033787147,336.98846,.99662131,100000,99700.445,2201329,22.01329,1,0,.0033711728,65,2,4,4,2011
2021,692.72638,.0069066905,688.34155,.99309331,99663.008,99270.656,2101628.5,21.087347,.99663007,.00002311844,.0069272635,66,2,4,4,2011
2020,346.53467,.0034599511,342.44751,.99654007,98974.664,98786.32,2002357.9,20.231014,.98974663,.000034752389,.0034653468,67,2,4,4,2011
1941,669.75787,.0066765617,658.52411,.99332345,98632.219,98283.203,1903571.6,19.299694,.98632216,.00008883985,.0066975788,68,2,4,4,2011
1641,548.44604,.0054694619,535.8634,.99453056,97973.695,97705.766,1805288.4,18.426256,.97973692,.00010638219,.0054844604,69,2,4,4,2011
1696,884.43396,.0088054007,857.97913,.99119461,97437.828,97008.836,1707582.6,17.524843,.97437829,.00021419655,.0088443393,70,2,4,4,2011
1642,974.42145,.0096969698,936.53192,.99030304,96579.852,96111.586,1610573.8,16.676085,.9657985,.00030935297,.0097442148,71,2,4,4,2011
1777,1238.0416,.01230425,1176.8193,.98769575,95643.32,95054.914,1514462.3,15.83448,.95643318,.00049036596,.012380416,72,2,4,4,2011
1656,1086.9565,.010810811,1021.2595,.98918921,94466.5,93955.867,1419407.3,15.025509,.94466501,.00053384324,.010869565,73,2,4,4,2011
1657,1569.1008,.015568863,1454.8362,.98443115,93445.242,92717.82,1325451.4,14.184258,.93445241,.00089110312,.015691008,74,2,4,4,2011
1746,1775.4868,.017598638,1618.9059,.98240137,91990.406,91180.953,1232733.6,13.400676,.91990405,.0011928193,.01775487,75,2,4,4,2011
1696,1827.8302,.018112767,1636.8779,.98188722,90371.5,89553.063,1141552.6,12.631777,.90371501,.0014243161,.018278303,76,2,4,4,2011
1712,2161.2148,.021381103,1897.2441,.97861892,88734.625,87786,1051999.6,11.855571,.88734627,.0018965397,.021612149,77,2,4,4,2011
1642,2009.7443,.019897498,1727.8467,.98010248,86837.383,85973.461,964213.56,11.103669,.86837381,.0019749415,.020097442,78,2,4,4,2011
1717,3669.1904,.036030885,3066.572,.96396911,85109.539,83576.25,878240.13,10.318939,.85109538,.003886329,.036691908,79,2,4,4,2011
1840,3804.3479,.037333336,3062.9377,.96266669,82042.969,80511.5,794663.88,9.6859474,.82042968,.0045124674,.03804348,80,2,4,4,2011
1802,3773.585,.037037037,2925.1863,.96296299,78980.031,77517.438,714152.38,9.0421886,.78980029,.0048562712,.03773585,81,2,4,4,2011
1759,5230.2446,.05096953,3876.4797,.94903046,76054.844,74116.602,636634.94,8.3707352,.76054841,.0070596323,.052302446,82,2,4,4,2011
1705,5982.4048,.058086563,4192.5933,.94191343,72178.367,70082.07,562518.31,7.7934475,.7217837,.0084192306,.059824049,83,2,4,4,2011
1594,6398.9961,.062006079,4215.5313,.93799394,67985.773,65878.008,492436.25,7.2432251,.67985773,.0091751544,.06398996,84,2,4,4,2011
1502,7123.835,.068788171,4386.6382,.93121183,63770.242,61576.922,426558.25,6.6889858,.63770241,.010134803,.071238346,85,2,4,4,2011
1410,9148.9365,.087487288,5195.3105,.91251272,59383.605,56785.949,364981.34,6.1461635,.59383607,.012530819,.091489367,86,2,4,4,2011
1231,11454.103,.10833654,5870.5723,.89166343,54188.297,51253.012,308195.38,5.6874895,.54188299,.014573451,.11454102,87,2,4,4,2011
1189,10513.036,.099880144,4825.9814,.90011984,48317.727,45904.734,256942.38,5.3177662,.48317727,.012051296,.10513036,88,2,4,4,2011
1000,14700,.13693526,5955.5537,.86306477,43491.746,40513.969,211037.64,4.8523607,.43491745,.014636623,.147,89,2,4,4,2011
954,15618.448,.14487118,5437.9121,.85512882,37536.191,34817.234,170523.67,4.5429134,.37536192,.01275002,.15618449,90,2,4,4,2011
831,14921.781,.13885778,4457.0957,.86114222,32098.279,29869.73,135706.44,4.2278414,.32098278,.0097143669,.1492178,91,2,4,4,2011
522,19157.088,.17482518,4832.375,.82517481,27641.184,25224.996,105836.7,3.8289497,.27641183,.0096651521,.19157089,92,2,4,4,2011
414,19565.217,.17821781,4064.936,.82178217,22808.809,20776.34,80611.703,3.5342355,.22808808,.0071568852,.19565217,93,2,4,4,2011
298,28859.061,.25219941,4727.1938,.74780059,18743.873,16380.276,59835.363,3.1922624,.18743873,.0071997736,.28859061,94,2,4,4,2011
232,30603.449,.26542056,3720.3149,.73457944,14016.68,12156.522,43455.09,3.1002414,.1401668,.0044837263,.30603448,95,2,4,4,2011
194,21134.021,.1911422,1968.0699,.8088578,10296.365,9312.3301,31298.566,3.0397685,.10296365,.0018177513,.21134022,96,2,4,4,2011
135,30370.371,.26366559,2195.8848,.73633444,8328.2949,7230.3525,21986.236,2.6399446,.083282948,.0016764898,.3037037,97,2,4,4,2011
100,27000,.23788546,1458.8112,.76211452,6132.4102,5403.0044,14755.884,2.4062128,.061324101,.00083974213,.26999998,98,2,4,4,2011
47,48936.172,.3931624,1837.4834,.60683763,4673.5991,3754.8574,9352.8789,2.0012155,.046735991,.0008186308,.4893617,99,2,4,4,2011
30,36666.668,.30985916,878.79645,.69014084,2836.1157,2396.7175,5598.022,1.9738342,.028361157,.00024216819,.36666667,100,2,4,4,2011
10,100000,.66666669,1304.8796,.33333331,1957.3193,1304.8795,3201.3042,1.6355554,.019573193,.00025040747,1.0000001,101,2,4,4,2011
11,27272.727,.23999999,156.58553,.75999999,652.4397,574.14691,1896.4248,2.9066668,.0065243971,.000010149606,.27272728,102,2,4,4,2011
7,14285.714,.13333333,66.113884,.86666667,495.85419,462.79724,1322.2778,2.6666667,.0049585421,3.2620296e-06,.14285712,103,2,4,4,2011
3,0,0,0,1,429.7403,429.7403,859.48059,2,.0042974032,0,0,104,2,4,4,2011
1,100000,1,429.7403,0,429.7403,429.7403,429.7403,1,.0042974032,.000018388311,,105,2,4,4,2011
2383,965.16998,.0096411472,956.91986,.99035883,100000,99145.219,1729086.8,17.290867,1,0,.0095795942,65,1,1,1,2012
2313,2161.6948,.021417864,2121.2913,.97858214,99043.078,97833.945,1629941.5,16.456894,.99043077,.00020104871,.021616951,66,1,1,1,2012
2083,1728.2765,.017149391,1662.1497,.98285061,96921.789,96007.609,1532107.5,15.807669,.9692179,.0004958951,.017282765,67,1,1,1,2012
1974,2026.3424,.020072259,1912.0762,.97992772,95259.641,94246.242,1436099.9,15.075638,.95259643,.00086342625,.020263424,68,1,1,1,2012
1813,2371.7595,.023439629,2188.0322,.97656035,93347.563,92253.547,1341853.6,14.374811,.93347561,.0013587438,.023717595,69,1,1,1,2012
1560,2820.5129,.027812896,2535.4106,.9721871,91159.531,89891.828,1249600.1,13.707838,.91159528,.00204327,.02820513,70,1,1,1,2012
1367,2414.0454,.023852548,2113.9109,.97614747,88624.117,87567.164,1159708.3,13.085696,.8862412,.0021311974,.024140453,71,1,1,1,2012
1216,2220.3948,.021960147,1899.7767,.97803986,86510.203,85560.313,1072141.1,12.393233,.86510205,.0022170488,.022203948,72,1,1,1,2012
1212,3300.3301,.032467533,2747.0918,.96753246,84610.43,83236.883,986580.81,11.660275,.84610432,.0035770379,.0330033,73,1,1,1,2012
1106,4611.2114,.045072909,3689.8188,.95492709,81863.336,80018.43,903343.94,11.034781,.81863338,.0054783761,.046112113,74,1,1,1,2012
980,4489.7959,.043912176,3432.7693,.95608783,78173.516,76457.133,823325.5,10.532026,.78173518,.0058571724,.044897962,75,1,1,1,2012
958,4070.9812,.039897699,2981.9839,.96010232,74740.75,73249.758,746868.38,9.9927864,.7474075,.0056296736,.040709812,76,1,1,1,2012
806,5210.918,.050785974,3644.3389,.94921404,71758.766,69936.594,673618.63,9.3872662,.71758765,.0073854569,.052109182,77,1,1,1,2012
733,6275.5796,.06084656,4144.5288,.93915343,68114.43,66042.164,603682.06,8.8627634,.6811443,.0090013668,.062755801,78,1,1,1,2012
666,5255.2554,.051207025,3275.7083,.94879299,63969.902,62332.047,537639.88,8.4045753,.63969904,.0075499895,.052552551,79,1,1,1,2012
650,6307.6924,.061148398,3711.3528,.93885159,60694.195,58838.52,475307.81,7.8311906,.60694194,.00885393,.063076921,80,1,1,1,2012
624,8012.8203,.077041604,4390.0498,.92295837,56982.844,54787.82,416469.31,7.3086791,.56982845,.010761065,.080128208,81,1,1,1,2012
568,7218.3101,.069668651,3664.0688,.93033135,52592.793,50760.758,361681.5,6.8770165,.5259279,.0091355396,.072183102,82,1,1,1,2012
472,9322.0342,.08906883,4358.0239,.91093117,48928.723,46749.711,310920.72,6.3545642,.48928723,.010890059,.093220338,83,1,1,1,2012
487,8624.2295,.082677163,3684.979,.91732281,44570.699,42728.211,264171.03,5.927011,.44570699,.0091038244,.086242296,84,1,1,1,2012
346,12716.763,.11956521,4888.5098,.88043481,40885.719,38441.465,221442.81,5.416141,.4088572,.011815186,.12716763,85,1,1,1,2012
363,13498.623,.12645161,4551.9053,.87354839,35997.211,33721.258,183001.34,5.0837646,.35997212,.010487235,.13498622,86,1,1,1,2012
327,14678.899,.13675214,4300.2129,.86324787,31445.305,29295.199,149280.08,4.747293,.31445304,.0092700683,.146789,87,1,1,1,2012
279,15770.609,.14617941,3968.0535,.85382056,27145.092,25161.064,119984.88,4.4201317,.27145091,.007847433,.1577061,88,1,1,1,2012
231,16450.217,.15200001,3522.9102,.84799999,23177.039,21415.584,94823.82,4.0912828,.2317704,.0062726433,.16450217,89,1,1,1,2012
185,21081.082,.19070905,3748.2205,.80929095,19654.129,17780.02,73408.234,3.7350032,.19654129,.0059189205,.21081083,90,1,1,1,2012
157,24840.764,.22096317,3514.6199,.77903682,15905.908,14148.599,55628.215,3.4973304,.15905908,.0047011301,.24840763,91,1,1,1,2012
140,29285.715,.25545171,3165.3757,.74454832,12391.288,10808.601,41479.617,3.3474822,.12391288,.0034362837,.29285714,92,1,1,1,2012
87,20689.654,.1875,1729.8585,.8125,9225.9121,8360.9824,30671.016,3.3244426,.092259124,.0014487111,.20689656,93,1,1,1,2012
56,17857.143,.16393442,1228.8612,.83606559,7496.0537,6881.623,22310.033,2.9762371,.074960537,.00085211027,.17857142,94,1,1,1,2012
39,35897.438,.30434784,1907.4065,.69565213,6267.1924,5313.4893,15428.411,2.4617739,.062671922,.0011204898,.3589744,95,1,1,1,2012
30,33333.332,.28571427,1245.6531,.71428573,4359.7861,3736.9595,10114.922,2.32005,.043597862,.0005194011,.33333331,96,1,1,1,2012
13,46153.848,.375,1167.7999,.625,3114.1331,2530.2332,6377.9624,2.04807,.031141331,.00035234334,.46153846,97,1,1,1,2012
14,35714.285,.30303031,589.79791,.69696969,1946.3331,1651.4342,3847.729,1.9769118,.019463331,.00011256004,.35714287,98,1,1,1,2012
8,100000,.66666669,904.35681,.33333331,1356.5352,904.35675,2196.2949,1.6190475,.013565351,.00012101499,1.0000001,99,1,1,1,2012
5,0,0,0,1,452.17834,452.17834,1291.9381,2.8571429,.0045217834,0,0,100,1,1,1,2012
3,0,0,0,1,452.17834,452.17834,839.75977,1.8571428,.0045217834,0,0,101,1,1,1,2012
2,100000,.66666669,301.45224,.33333331,452.17834,301.45221,387.58142,.85714281,.0045217834,.000013569381,1,102,1,1,1,2012
2,150000,.85714287,129.1938,.14285713,150.7261,86.129204,86.129204,.5714286,.0015072611,1.9443528e-06,1.5,104,1,1,1,2012
