population,_Rx,_qx,_dx,_px,_lx,_Lx,_Tx,_ExpYL,_Surv,_SurvVar,_HRate,age,sex,level_income,neighborhood_deprivation,year
4,75000,.54545456,292.51303,.45454544,536.27386,390.01733,390.01733,.72727269,.0053627389,.000015602587,.75000006,101,1,2,1,2006
0,,1,243.76083,0,243.76083,,,,.0024376083,5.9274503e-06,,103,1,2,1,2006
2623,571.86426,.0057149366,568.96667,.99428505,100000,99493.313,1807427.3,18.074272,1,0,.0056933402,65,1,2,2,2006
2572,1166.4075,.011605865,1153.9832,.98839414,99431.031,98773.258,1707934,17.177073,.99431032,.000065284381,.011664075,66,1,2,2,2006
2503,1238.5138,.012316494,1210.4287,.98768353,98277.047,97611.313,1609160.8,16.373718,.98277044,.00020495824,.012385138,67,1,2,2,2006
2346,1577.1526,.015655478,1519.6244,.98434454,97066.617,96261.219,1511549.4,15.572289,.97066617,.00043268804,.015771527,68,1,2,2,2006
2184,1602.5641,.015898252,1519.0302,.98410177,95546.992,94787.477,1415288.1,14.812482,.95546991,.00064630422,.016025642,69,1,2,2,2006
1986,2265.8611,.022404781,2106.6758,.97759521,94027.961,92974.625,1320500.6,14.043701,.9402796,.00118298,.022658611,70,1,2,2,2006
1864,1984.9785,.019654714,1806.6864,.98034531,91921.281,91017.938,1227526,13.3541,.91921282,.0013416564,.019849785,71,1,2,2,2006
1820,1978.022,.019586507,1765.0302,.9804135,90114.594,89232.078,1136508.1,12.61181,.90114594,.001572323,.01978022,72,1,2,2,2006
1656,2777.7778,.02739726,2420.5359,.97260273,88349.563,87139.297,1047276.1,11.853778,.88349563,.0024914844,.027777776,73,1,2,2,2006
1689,3019.5381,.029746281,2556.0688,.97025371,85929.023,84650.992,960136.75,11.173602,.85929024,.0030905562,.030195381,74,1,2,2,2006
1542,4085.603,.040038131,3338.0972,.95996189,83372.953,81703.906,875485.75,10.500836,.83372951,.0046274243,.04085603,75,1,2,2,2006
1512,3373.0159,.03317073,2654.8147,.9668293,80034.859,78707.453,793781.88,9.9179516,.80034858,.0042421478,.033730157,76,1,2,2,2006
1365,5641.0259,.054862846,4245.2896,.94513714,77380.047,75257.398,715074.38,9.2410688,.77380049,.0074306703,.05641026,77,1,2,2,2006
1277,4776.8208,.046653923,3412.0234,.95334607,73134.758,71428.75,639817,8.7484665,.73134756,.0067038853,.047768213,78,1,2,2,2006
1222,4255.3193,.041666668,2905.114,.95833331,69722.734,68270.18,568388.25,8.1521225,.69722736,.0061327354,.042553194,79,1,2,2,2006
1126,7992.895,.076857388,5135.4277,.92314261,66817.617,64249.902,500118.06,7.4848232,.66817617,.011386104,.079928957,80,1,2,2,2006
1077,6499.5356,.062949643,3882.8716,.93705034,61682.188,59740.75,435868.16,7.0663538,.61682189,.0091772703,.064995356,81,1,2,2,2006
995,9346.7334,.089294285,5161.1484,.91070569,57799.316,55218.742,376127.41,6.5074716,.57799315,.012588922,.093467332,82,1,2,2,2006
987,8814.5898,.08442504,4443.9795,.91557497,52638.168,50416.18,320908.69,6.0965018,.52638167,.011079019,.088145904,83,1,2,2,2006
845,13491.124,.12638581,6091.0615,.87361419,48194.188,45148.656,270492.5,5.6125546,.48194188,.015207791,.13491124,84,1,2,2,2006
766,8224.543,.078996867,3326.0149,.9210031,42103.125,40440.117,225343.84,5.3521881,.42103124,.0081076249,.082245432,85,1,2,2,2006
667,12443.778,.11714891,4542.6958,.88285112,38777.109,36505.762,184903.72,4.768373,.3877711,.010784573,.12443778,86,1,2,2,2006
492,14227.643,.13282733,4547.2656,.86717266,34234.414,31960.781,148397.95,4.3347597,.34234414,.010237924,.14227642,87,1,2,2,2006
399,18295.74,.16762343,4976.2617,.8323766,29687.148,27199.018,116437.18,3.9221408,.29687148,.010387389,.18295741,88,1,2,2,2006
340,19117.646,.17449664,4311.9668,.82550335,24710.887,22554.902,89238.156,3.611289,.24710886,.0080222441,.19117647,89,1,2,2,2006
246,21138.211,.19117647,3899.7937,.80882353,20398.92,18449.023,66683.258,3.2689602,.20398919,.0063323909,.21138212,90,1,2,2,2006
173,33526.012,.28712872,4737.373,.71287131,16499.127,14130.44,48234.234,2.9234416,.16499127,.0065266392,.33526012,91,1,2,2,2006
150,26666.666,.23529412,2767.4714,.7647059,11761.754,10378.019,34103.793,2.89955,.11761754,.002872183,.26666665,92,1,2,2,2006
118,28813.559,.25185186,2265.2266,.74814814,8994.2822,7861.6689,23725.775,2.6378732,.08994282,.0018541585,.28813559,93,1,2,2,2006
77,37662.336,.31693989,2132.7061,.68306011,6729.0557,5662.7026,15864.105,2.357553,.067290559,.0013385406,.37662336,94,1,2,2,2006
49,32653.061,.28070176,1290.2034,.71929824,4596.3496,3951.248,10201.403,2.2194576,.045963496,.00056576519,.32653061,95,1,2,2,2006
36,61111.109,.46808511,1547.5579,.53191489,3306.1462,2532.3672,6250.1548,1.8904653,.033061463,.00049472955,.61111116,96,1,2,2,2006
28,32142.857,.27692309,486.99371,.72307694,1758.5884,1515.0916,3717.7878,2.1140752,.017585883,.000084136052,.32142857,97,1,2,2,2006
18,44444.445,.36363637,462.3981,.63636363,1271.5947,1040.3956,2202.6963,1.7322314,.012715947,.00005805062,.44444448,98,1,2,2,2006
4,50000,.40000001,323.67868,.60000002,809.19666,647.3573,1162.3005,1.4363635,.0080919666,.000025980025,.50000006,99,1,2,2,2006
4,75000,.54545456,264.828,.45454544,485.51797,353.10397,514.9433,1.060606,.0048551797,.000012795447,.75000006,100,1,2,2,2006
3,133333.33,.79999995,176.55197,.20000005,220.68997,132.41399,161.83932,.73333341,.0022068997,3.8877261e-06,1.3333333,101,1,2,2,2006
1,100000,.66666669,29.425335,.33333331,44.138,29.425333,29.425333,.66666663,.00044137999,1.2982021e-07,1.0000001,103,1,2,2,2006
2,0,1,14.712666,0,14.712666,,,,.00014712666,2.1643070e-08,,104,1,2,2,2006
3264,398.2843,.003981045,396.87851,.99601895,100000,99647.039,1779932.1,17.799322,1,0,.0039705723,65,1,2,3,2006
3217,1554.243,.015439246,1537.7971,.98456073,99603.125,98726.578,1680285.1,16.869802,.99603122,.000060789491,.01554243,66,1,2,3,2006
3157,1520.4308,.015100988,1480.8833,.98489898,98065.328,97250.844,1581558.5,16.127602,.98065329,.00028095939,.015204308,67,1,2,3,2006
3072,1725.2604,.017113833,1652.9301,.9828862,96584.445,95708.391,1484307.6,15.367978,.96584445,.00054528419,.017252604,68,1,2,3,2006
2759,1812.2509,.01795977,1704.9481,.98204023,94931.516,94079.039,1388599.3,14.627378,.94931513,.00082035136,.018122507,69,1,2,3,2006
2682,2087.9941,.020664208,1926.4532,.97933578,93226.57,92263.344,1294520.3,13.885743,.9322657,.0012164852,.020879941,70,1,2,3,2006
2467,2067.2881,.020461382,1868.1266,.97953862,91300.117,90366.055,1202256.9,13.168185,.91300118,.0014838534,.02067288,71,1,2,3,2006
2393,2423.7358,.023947151,2141.6414,.97605282,89431.992,88361.172,1111890.9,12.432809,.89431995,.0020241034,.024237359,72,1,2,3,2006
2270,2422.9075,.023939064,2089.6494,.97606093,87290.352,86245.523,1023529.6,11.725575,.87290353,.0023183187,.024229076,73,1,2,3,2006
2239,2545.7793,.025137816,2141.7595,.97486216,85200.703,84129.82,937284.13,11.000896,.85200703,.002700567,.025457792,74,1,2,3,2006
2170,3364.0554,.033084072,2747.9282,.96691591,83058.945,81684.984,853154.31,10.271673,.83058947,.0038666262,.033640556,75,1,2,3,2006
2221,4592.5259,.044894367,3605.5122,.95510566,80311.016,78508.258,771469.31,9.6060209,.80311018,.005701188,.04592526,76,1,2,3,2006
1933,4086.9116,.040050697,3072.1086,.95994931,76705.5,75169.445,692961.06,9.0340462,.76705498,.005489294,.040869113,77,1,2,3,2006
2014,4568.0239,.044660196,3288.4817,.95533979,73633.391,71989.148,617791.63,8.3901014,.73633391,.0063844649,.04568024,78,1,2,3,2006
1909,5866.9463,.056997459,4009.481,.94300252,70344.906,68340.164,545802.5,7.7589483,.70344907,.0083641168,.058669467,79,1,2,3,2006
1740,7528.7358,.072556078,4813.0381,.92744392,66335.422,63928.902,477462.31,7.1976976,.66335422,.010748255,.075287357,80,1,2,3,2006
1648,8131.0679,.078134112,4806.9966,.92186588,61522.383,59118.883,413533.41,6.721674,.61522382,.011379289,.081310675,81,1,2,3,2006
1497,9886.4395,.09420751,5343.0156,.90579247,56715.387,54043.879,354414.53,6.2490015,.56715387,.013116588,.098864399,82,1,2,3,2006
1425,8280.7021,.079514831,4084.8655,.92048514,51372.371,49329.938,300370.66,5.84693,.51372373,.010204471,.082807027,83,1,2,3,2006
1227,12713.937,.11954023,5652.7593,.88045979,47287.504,44461.125,251040.7,5.3088169,.47287503,.014090306,.12713937,84,1,2,3,2006
1179,13316.37,.1248509,5198.1353,.87514913,41634.746,39035.68,206579.58,4.9617109,.41634747,.012631587,.13316369,85,1,2,3,2006
1091,15765.353,.14613424,5324.6362,.85386574,36436.609,33774.293,167543.91,4.5982299,.36436608,.012332041,.15765353,86,1,2,3,2006
771,15564.202,.14440434,4492.7036,.85559565,31111.973,28865.621,133769.61,4.2996182,.31111974,.0096289534,.15564202,87,1,2,3,2006
651,19662.059,.17902099,4765.4077,.820979,26619.27,24236.566,104903.98,3.9409039,.2661927,.0093084695,.19662058,88,1,2,3,2006
518,22586.873,.20294884,4435.2158,.79705119,21853.861,19636.254,80667.422,3.6912205,.21853861,.0075744386,.22586875,89,1,2,3,2006
410,23170.732,.20765027,3616.9863,.7923497,17418.645,15610.151,61031.164,3.5037837,.17418644,.0052028727,.23170732,90,1,2,3,2006
315,26031.746,.23033708,3179.0337,.76966292,13801.658,12212.142,45421.012,3.2909822,.13801658,.003782033,.26031747,91,1,2,3,2006
258,23643.41,.21143846,2246.0315,.78856152,10622.625,9499.6094,33208.871,3.1262395,.10622625,.0021324325,.23643409,92,1,2,3,2006
179,26815.643,.23645321,1980.6725,.76354682,8376.5938,7386.2573,23709.262,2.8304181,.083765939,.0015201505,.26815644,93,1,2,3,2006
133,29323.309,.25573772,1635.6783,.74426228,6395.9214,5578.082,16323.005,2.5520959,.063959211,.00097925495,.2932331,94,1,2,3,2006
67,47761.195,.38554218,1835.2745,.61445785,4760.2432,3842.606,10744.923,2.2572215,.04760243,.00083204807,.47761196,95,1,2,3,2006
58,37931.035,.31884059,932.59875,.68115938,2924.9688,2458.6694,6902.3169,2.3597918,.029249687,.00026480341,.37931037,96,1,2,3,2006
40,37500,.31578946,629.16943,.68421054,1992.37,1677.7853,4443.6475,2.2303324,.0199237,.00012285632,.37499997,97,1,2,3,2006
17,35294.117,.29999998,408.96014,.70000005,1363.2006,1158.7205,2765.8623,2.0289474,.013632006,.000054989498,.35294116,98,1,2,3,2006
17,23529.412,.21052632,200.89272,.78947365,954.24042,853.79407,1607.1418,1.6842107,.0095424037,.000018987066,.23529412,99,1,2,3,2006
4,100000,.66666669,502.23181,.33333331,753.34772,502.23181,753.34772,1,.0075334772,.000037550486,1,100,1,2,3,2006
5,0,0,0,1,251.11591,251.11591,251.11591,1,.0025111591,0,0,101,1,2,3,2006
0,,,,,251.11591,,0,,.0025111591,,,102,1,2,3,2006
3,33333.332,.28571427,,.71428573,,,0,,,,,103,1,2,3,2006
1,100000,.66666669,,.33333331,,,0,,,,,104,1,2,3,2006
1,100000,1,,0,,,,,,,,106,1,2,3,2006
3400,970.58826,.0096952114,962.2453,.99030477,100000,99140.422,1703430.6,17.034306,1,0,.0096329646,65,1,2,4,2006
3252,1752.7676,.01739656,1722.9163,.98260343,99037.758,98055.695,1604290.3,16.198774,.9903776,.00016419055,.017527675,66,1,2,4,2006
3209,1651.6049,.016394204,1595.3994,.9836058,97314.844,96437.375,1506234.5,15.477952,.97314847,.00041688632,.01651605,67,1,2,4,2006
3050,2065.5737,.020457136,1958.1456,.97954285,95719.445,94681.625,1409797.1,14.72843,.95719445,.00080231566,.020655736,68,1,2,4,2006
2970,2255.8923,.022307308,2091.5623,.97769266,93761.297,92715.516,1315115.5,14.026209,.93761295,.0012234573,.022558924,69,1,2,4,2006
2879,2361.9312,.023343632,2139.9045,.97665638,91669.734,90599.781,1222400,13.334826,.91669732,.0016341025,.023619313,70,1,2,4,2006
2768,2854.0461,.028138913,2519.272,.97186106,89529.828,88270.195,1131800.3,12.6416,.8952983,.0023615467,.02854046,71,1,2,4,2006
2621,3014.1167,.029693667,2583.6624,.97030634,87010.555,85718.727,1043530,11.993143,.87010556,.0029201037,.030141167,72,1,2,4,2006
2562,3669.0085,.03602913,3041.8274,.9639709,84426.891,82905.977,957811.31,11.344861,.84426892,.0039993618,.036690086,73,1,2,4,2006
2502,3277.3782,.032245379,2624.2922,.9677546,81385.063,80072.914,874905.31,10.750196,.81385064,.0039757444,.032773782,74,1,2,4,2006
2478,3712.6716,.036450081,2870.8364,.96354991,78760.773,77325.352,794832.38,10.091729,.78760773,.0048023867,.037126716,75,1,2,4,2006
2405,4490.6445,.043920293,3333.1084,.95607972,75889.938,74223.383,717507.06,9.4545746,.75889939,.0060986253,.044906445,76,1,2,4,2006
2346,5328.2183,.051899523,3765.6648,.94810045,72556.828,70673.992,643283.69,8.8659286,.72556829,.0074981521,.053282183,77,1,2,4,2006
2221,5447.9966,.053035285,3648.3591,.94696474,68791.164,66966.984,572609.69,8.323884,.68791163,.0078326333,.054479968,78,1,2,4,2006
2084,6094.0498,.059138533,3852.45,.94086146,65142.805,63216.578,505642.69,7.7620649,.65142804,.0087477406,.0609405,79,1,2,4,2006
2034,8210.4229,.078866586,4833.7612,.9211334,61290.355,58873.477,442426.13,7.2185278,.61290354,.011468233,.082104228,80,1,2,4,2006
1951,7329.5747,.070704572,3991.7393,.92929542,56456.594,54460.723,383552.63,6.7937613,.56456596,.0098129427,.073295742,81,1,2,4,2006
1825,8986.3018,.085998952,4511.9229,.91400105,52464.855,50208.895,329091.91,6.2726164,.52464855,.011252394,.089863017,82,1,2,4,2006
1738,10184.12,.096906655,4646.9585,.90309334,47952.934,45629.453,278883.03,5.8157659,.47952932,.011597923,.1018412,83,1,2,4,2006
1473,12491.514,.11757188,5091.5654,.88242811,43305.977,40760.195,233253.56,5.3861747,.43305975,.01250076,.12491515,84,1,2,4,2006
1458,13717.421,.1283697,4905.5728,.87163031,38214.41,35761.625,192493.38,5.0371933,.38214409,.011582546,.13717422,85,1,2,4,2006
1312,12957.317,.12168933,4053.3301,.87831068,33308.836,31282.172,156731.75,4.7054105,.33308837,.0090040881,.12957317,86,1,2,4,2006
941,15834.219,.14672574,4292.5356,.85327423,29255.506,27109.238,125449.57,4.2880669,.29255506,.0088841161,.15834217,87,1,2,4,2006
739,17997.293,.16511483,4121.7568,.83488518,24962.971,22902.092,98340.336,3.9394484,.24962971,.0077206572,.17997293,88,1,2,4,2006
599,19198.664,.17517136,3650.7839,.82482862,20841.215,19015.822,75438.242,3.6196663,.20841216,.0060229367,.19198664,89,1,2,4,2006
488,24180.328,.21572213,3708.3564,.78427786,17190.432,15336.254,56422.418,3.2821989,.17190431,.0052789645,.24180329,90,1,2,4,2006
374,25668.449,.22748815,3067.0122,.77251184,13482.075,11948.569,41086.164,3.0474658,.13482076,.0035774896,.25668448,91,1,2,4,2006
286,29370.629,.25609756,2667.272,.74390244,10415.063,9081.4268,29137.596,2.7976401,.10415062,.002488652,.29370627,92,1,2,4,2006
217,39631.336,.33076924,2562.7307,.66923076,7747.7905,6466.4253,20056.168,2.5886307,.077477902,.0018317137,.39631337,93,1,2,4,2006
155,32903.227,.28254849,1465.0308,.71745151,5185.0596,4452.5439,13589.743,2.6209426,.051850595,.00072024,.32903227,94,1,2,4,2006
120,30000,.26086956,970.44226,.73913044,3720.0288,3234.8076,9137.1992,2.4562173,.037200287,.00034757773,.29999998,95,1,2,4,2006
77,36363.637,.30769232,846.02661,.69230771,2749.5864,2326.5732,5902.3916,2.146647,.027495865,.00022622618,.36363637,96,1,2,4,2006
41,51219.512,.407767,776.20886,.592233,1903.5598,1515.4553,3575.8186,1.8784903,.019035598,.00014494338,.51219511,97,1,2,4,2006
28,35714.285,.30303031,341.62152,.69696969,1127.351,956.54016,2060.3633,1.8276148,.01127351,.00003807856,.3571429,98,1,2,4,2006
12,58333.332,.45161289,354.84555,.54838711,785.72943,608.30664,1103.8231,1.4048387,.0078572948,.00002766219,.58333331,99,1,2,4,2006
6,66666.664,.5,215.44194,.5,430.88388,323.1629,495.51645,1.15,.0043088389,9.2430473e-06,.66666669,100,1,2,4,2006
4,50000,.40000001,86.176781,.60000002,215.44194,172.35355,172.35355,.79999995,.0021544194,1.8526093e-06,.50000006,101,1,2,4,2006
0,,,,,129.26517,,0,,.0012926516,,,102,1,2,4,2006
1,200000,1,,0,,,0,,,,,103,1,2,4,2006
2,100000,1,,0,,,,,,,,104,1,2,4,2006
2940,340.13605,.0034000489,339.11072,.99659997,100000,99698.555,1867153.6,18.671535,1,0,.0033924116,65,1,3,1,2006
2770,1010.8303,.010064557,1003.0427,.98993546,99660.891,99089.156,1767455.1,17.734692,.99660891,.000033898708,.010108303,66,1,3,1,2006
2720,955.88232,.009517882,939.01379,.99048209,98657.852,98141.391,1668366,16.910625,.98657852,.00012433801,.009558823,67,1,3,1,2006
2573,932.76331,.0092869196,907.50696,.99071306,97718.836,97237.859,1570224.6,16.068802,.97718835,.00020229492,.0093276333,68,1,3,1,2006
2395,1169.1023,.01162308,1125.2458,.98837692,96811.328,96248.703,1472986.8,15.215025,.9681133,.00034736266,.011691024,69,1,3,1,2006
2217,1759.1339,.017437961,1668.5702,.98256207,95686.086,94851.805,1376738,14.388069,.95686084,.0006887553,.017591339,70,1,3,1,2006
2010,2437.811,.024084542,2264.3689,.97591543,94017.516,92885.328,1281886.3,13.634547,.94017518,.0012736127,.024378112,71,1,3,1,2006
1788,1789.7092,.017738359,1627.5503,.98226166,91753.148,90939.375,1189000.9,12.958693,.91753149,.0012315259,.017897092,72,1,3,1,2006
1712,2745.3271,.027081532,2440.7395,.97291845,90125.602,88905.234,1098061.5,12.183681,.90125602,.002172102,.027453272,73,1,3,1,2006
1727,3590.0405,.035267349,3092.4126,.96473265,87684.859,86138.656,1009156.3,11.5089,.87684858,.0033393463,.035900407,74,1,3,1,2006
1635,2446.4832,.024169184,2044.5304,.97583079,84592.445,83570.18,923017.63,10.911348,.84592444,.0026647649,.024464833,75,1,3,1,2006
1538,4031.2095,.039515615,3261.9316,.96048439,82547.914,80916.945,839447.44,10.169214,.82547915,.004699247,.040312093,76,1,3,1,2006
1422,4992.9678,.04871355,3862.3018,.95128644,79285.984,77354.836,758530.5,9.5670185,.79285985,.0063431785,.049929675,77,1,3,1,2006
1414,4596.8882,.044936053,3389.2424,.95506394,75423.68,73729.055,681175.63,9.0313234,.75423682,.0062824236,.045968883,78,1,3,1,2006
1249,6965.5723,.067311414,4848.7397,.93268859,72034.438,69610.07,607446.63,8.432725,.72034436,.0097677065,.069655724,79,1,3,1,2006
1232,7305.1948,.070477679,4735.0918,.92952234,67185.695,64818.148,537836.5,8.0052233,.67185694,.010439229,.073051944,80,1,3,1,2006
1159,6557.377,.06349206,3965.1174,.93650794,62450.602,60468.043,473018.38,7.5742807,.624506,.0092981309,.065573767,81,1,3,1,2006
1046,6596.5581,.063859321,3734.8433,.93614066,58485.484,56618.063,412550.34,7.0538931,.58485484,.0090681864,.065965578,82,1,3,1,2006
1016,8267.7168,.079395086,4346.9316,.92060494,54750.641,52577.176,355932.28,6.5009704,.54750639,.010769225,.082677163,83,1,3,1,2006
856,10046.729,.095661841,4821.7119,.90433818,50403.711,47992.855,303355.09,6.018507,.50403708,.012053493,.10046729,84,1,3,1,2006
828,10990.338,.10417859,4748.6685,.89582139,45582,43207.664,255362.25,5.6022606,.45581999,.011778983,.10990338,85,1,3,1,2006
738,11517.615,.10890455,4446.9355,.89109546,40833.332,38609.863,212154.58,5.1956224,.40833333,.010743673,.11517615,86,1,3,1,2006
508,12007.874,.11327762,4121.7646,.88672239,36386.398,34325.516,173544.72,4.7694941,.36386397,.0095405243,.12007874,87,1,3,1,2006
422,17535.545,.16122004,5201.7056,.83877993,32264.633,29663.779,139219.2,4.3149166,.32264632,.011368102,.17535545,88,1,3,1,2006
343,19533.527,.17795484,4815.979,.82204515,27062.928,24654.938,109555.42,4.0481734,.27062929,.0095062163,.19533527,89,1,3,1,2006
257,19066.148,.1740675,3872.4707,.8259325,22246.949,20310.715,84900.484,3.8162754,.22246949,.0066984766,.19066148,90,1,3,1,2006
226,15929.203,.14754099,2710.9888,.85245901,18374.479,17018.984,64589.77,3.5151892,.18374479,.0040660123,.15929204,91,1,3,1,2006
170,34117.648,.2914573,4565.2383,.7085427,15663.49,13380.871,47570.785,3.0370488,.1566349,.0060306983,.34117645,92,1,3,1,2006
121,25619.834,.22710623,2520.4822,.77289379,11098.252,9838.0107,34189.914,3.0806575,.11098252,.0024868438,.25619835,93,1,3,1,2006
105,30476.191,.26446283,2268.5012,.73553717,8577.7695,7443.519,24351.902,2.8389552,.085777692,.0017789558,.30476195,94,1,3,1,2006
59,28813.559,.25185186,1589.001,.74814814,6309.2686,5514.7681,16908.383,2.6799276,.063092686,.00093929027,.28813559,95,1,3,1,2006
39,28205.129,.24719101,1166.8077,.75280899,4720.2676,4136.8638,11393.615,2.4137647,.047202677,.00052476692,.2820513,96,1,3,1,2006
17,58823.531,.45454547,1615.2091,.5454545,3553.46,2745.8555,7256.752,2.042165,.035534598,.00055356266,.58823532,97,1,3,1,2006
13,46153.848,.375,726.84406,.625,1938.2509,1574.8289,4510.8965,2.3273027,.019382508,.00013814999,.46153846,98,1,3,1,2006
9,11111.111,.10526316,127.5165,.89473683,1211.4067,1147.6484,2936.0674,2.4236841,.012114068,.000015260304,.11111111,99,1,3,1,2006
3,66666.664,.5,541.94513,.5,1083.8903,812.91772,1788.4189,1.65,.010838903,.000058104219,.66666669,100,1,3,1,2006
6,0,0,0,1,541.94513,541.94513,975.50122,1.8,.0054194513,0,0,101,1,3,1,2006
2,50000,.40000001,216.77806,.60000002,541.94513,433.55609,433.55609,.79999995,.0054194513,.000011684512,.5,102,1,3,1,2006
2,0,1,325.16705,0,325.16705,,,,.0032516706,.000010538981,,104,1,3,1,2006
2931,580.00684,.005796256,577.02618,.99420375,100000,99486.102,1881035.8,18.810358,1,0,.0057740402,65,1,3,2,2006
2799,964.63025,.0096064555,955.10242,.99039352,99422.977,98878.57,1781549.6,17.918892,.99422979,.000054793378,.0096463021,66,1,3,2,2006
2729,916.08649,.0091232555,898.3476,.99087673,98467.875,97973.781,1682671,17.088528,.98467875,.00013552934,.0091608651,67,1,3,2,2006
2573,1127.089,.011211499,1093.9006,.98878849,97569.531,96989.766,1584697.3,16.241722,.97569531,.00025940727,.011270889,68,1,3,2,2006
2350,936.17023,.0093180854,898.9682,.99068189,96475.633,96026.148,1487707.5,15.420552,.96475631,.0003056633,.009361702,69,1,3,2,2006
